Nuclide ; Pt-191 
Element ; Platinum
Z ; 78
Daughter(s) ; (EC) ; Ir-191 ; 100
Q+ ; 1009.4
Half-life (d) ; 2.802 ; 0.025
Half-life (s) ; 242.1E3 ; 2.2E3
Decay constant (1/s) ; 2.863E-6 ; 0.026E-6
Specific activity (Bq/g) ; 9.03E15 ; 0.08E15
Reference ; NDS 56 & 74 - 1999
Emissions (61 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
479.95 ; 0.07 ; 0.057 ; 0.008 ; g ; Ir-191 ; -1 ; 33 ; 
494.69 ; 0.07 ; 0.060 ; 0.009 ; g ; Ir-191 ; -1 ; 34 ; 
501.4 ;  ; 0.010 ; 0.007 ; g ; Ir-191 ; -1 ; 35 ; 
538.87 ; 0.05 ; 13.7 ; 1.6 ; g ; Ir-191 ; -1 ; 36 ; 
541.64 ; 0.10 ; 0.37 ; 0.06 ; g ; Ir-191 ; -1 ; 37 ; 
568.81 ; 0.08 ; 0.053 ; 0.007 ; g ; Ir-191 ; -1 ; 38 ; 
576.46 ; 0.08 ; 0.118 ; 0.015 ; g ; Ir-191 ; -1 ; 39 ; 
583.61 ; 0.08 ; 0.076 ; 0.010 ; g ; Ir-191 ; -1 ; 40 ; 
587.95 ; 0.08 ; 0.136 ; 0.018 ; g ; Ir-191 ; -1 ; 41 ; 
618.7 ; 0.4 ; 0.009 ; 0.004 ; g ; Ir-191 ; -1 ; 42 ; 
624.06 ; 0.06 ; 1.41 ; 0.16 ; g ; Ir-191 ; -1 ; 43 ; 
633.18 ; 0.10 ; 0.024 ; 0.004 ; g ; Ir-191 ; -1 ; 44 ; 
636 ; 1 ; 0.0064 ; 0.0007 ; g ; Ir-191 ; -1 ; 45 ; 
658.75 ; 0.15 ; 0.0152 ; 0.0022 ; g ; Ir-191 ; -1 ; 46 ; 
667 ; 2 ; 0.0048 ; 0.0025 ; g ; Ir-191 ; -1 ; 47 ; 
680.0 ; 0.2 ; 0.0069 ; 0.0016 ; g ; Ir-191 ; -1 ; 48 ; 
748.0 ; 0.2 ; 0.0042 ; 0.0009 ; g ; Ir-191 ; -1 ; 49 ; 
756.6 ; 0.5 ; 0.0016 ; 0.0005 ; g ; Ir-191 ; -1 ; 50 ; 
762.60 ; 0.15 ; 0.012 ; 0.002 ; g ; Ir-191 ; -1 ; 51 ; 
765 ; 2 ; 0.010 ; 0.005 ; g ; Ir-191 ; -1 ; 52 ; 
806.4 ; 0.3 ; 0.0038 ; 0.0009 ; g ; Ir-191 ; -1 ; 53 ; 
853.6 ; 0.4 ; 0.00104 ;  ; g ; Ir-191 ; -1 ; 54 ; 
935.33 ; 0.15 ; 0.012 ; 0.002 ; g ; Ir-191 ; -1 ; 55 ; 
==================================================================================================================
