Nuclide ; Mo-101 
Element ; Molybdenum
Z ; 42
Daughter(s) ; (B-) ; Tc-101 ; 100
Q- ; 2824
Half-life (min) ; 14.6 ; 0.1
Half-life (s) ; 876 ; 6
Decay constant (1/s) ; 791E-6 ; 5E-6
Specific activity (Bq/g) ; 4.718E18 ; 0.032E18
Reference ; NDS 83 - 1999
Emissions (191 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
625.3 ; 0.6 ; 0.091 ; 0.013 ; g ; Tc-101 ; -1 ; 56 ; 
642.71 ; 0.07 ; 1.21 ; 0.05 ; g ; Tc-101 ; -1 ; 57 ; 
650.9 ; 0.7 ; 0.025 ; 0.006 ; g ; Tc-101 ; -1 ; 58 ; 
652.7 ; 1.1 ; 0.027 ; 0.010 ; g ; Tc-101 ; -1 ; 59 ; 
660.64 ; 0.07 ; 0.224 ; 0.012 ; g ; Tc-101 ; -1 ; 60 ; 
675.9 ; 0.6 ; 0.046 ; 0.008 ; g ; Tc-101 ; -1 ; 61 ; 
686.0 ; 0.3 ; 0.067 ; 0.006 ; g ; Tc-101 ; -1 ; 62 ; 
695.56 ; 0.06 ; 6.66 ; 0.17 ; g ; Tc-101 ; -1 ; 63 ; 
701.80 ; 0.13 ; 0.357 ; 0.021 ; g ; Tc-101 ; -1 ; 64 ; 
707.8 ; 0.8 ; 0.064 ; 0.013 ; g ; Tc-101 ; -1 ; 65 ; 
713.04 ; 0.09 ; 3.33 ; 0.15 ; g ; Tc-101 ; -1 ; 66 ; 
728.19 ; 0.16 ; 0.098 ; 0.010 ; g ; Tc-101 ; -1 ; 67 ; 
732.98 ; 0.07 ; 0.268 ; 0.015 ; g ; Tc-101 ; -1 ; 68 ; 
737.3 ; 0.8 ; 0.035 ; 0.008 ; g ; Tc-101 ; -1 ; 69 ; 
739.54 ; 0.13 ; 0.297 ; 0.015 ; g ; Tc-101 ; -1 ; 70 ; 
774.15 ; 0.10 ; 0.35 ; 0.17 ; g ; Tc-101 ; -1 ; 71 ; 
775.8 ; 0.8 ; 0.104 ; 0.019 ; g ; Tc-101 ; -1 ; 72 ; 
778.29 ; 0.05 ; 0.97 ; 0.04 ; g ; Tc-101 ; -1 ; 73 ; 
790.04 ; 0.13 ; 0.126 ; 0.010 ; g ; Tc-101 ; -1 ; 74 ; 
798.0 ; 0.5 ; 0.069 ; 0.010 ; g ; Tc-101 ; -1 ; 75 ; 
804.29 ; 0.05 ; 0.96 ; 0.04 ; g ; Tc-101 ; -1 ; 76 ; 
815.29 ; 0.08 ; 0.19 ; 0.03 ; g ; Tc-101 ; -1 ; 77 ; 
847.24 ; 0.24 ; 0.075 ; 0.010 ; g ; Tc-101 ; -1 ; 78 ; 
853.09 ; 0.07 ; 0.240 ; 0.011 ; g ; Tc-101 ; -1 ; 79 ; 
859.13 ; 0.18 ; 0.124 ; 0.010 ; g ; Tc-101 ; -1 ; 80 ; 
869.7 ; 0.3 ; 0.288 ; 0.019 ; g ; Tc-101 ; -1 ; 81 ; 
871.08 ; 0.05 ; 1.71 ; 0.08 ; g ; Tc-101 ; -1 ; 82 ; 
877.39 ; 0.04 ; 3.22 ; 0.19 ; g ; Tc-101 ; -1 ; 83 ; 
883.39 ; 0.06 ; 0.65 ; 0.03 ; g ; Tc-101 ; -1 ; 84 ; 
887.0 ; 0.3 ; 0.188 ; 0.013 ; g ; Tc-101 ; -1 ; 85 ; 
888.7 ; 0.3 ; 0.237 ; 0.015 ; g ; Tc-101 ; -1 ; 86 ; 
894.4 ; 1.6 ; 0.056 ; 0.024 ; g ; Tc-101 ; -1 ; 87 ; 
895.89 ; 0.20 ; 0.173 ; 0.012 ; g ; Tc-101 ; -1 ; 88 ; 
903.55 ; 0.09 ; 0.219 ; 0.012 ; g ; Tc-101 ; -1 ; 89 ; 
933.3 ; 0.3 ; 0.60 ; 0.06 ; g ; Tc-101 ; -1 ; 90 ; 
934.21 ; 0.03 ; 4.1 ; 0.3 ; g ; Tc-101 ; -1 ; 91 ; 
943.98 ; 0.21 ; 0.107 ; 0.011 ; g ; Tc-101 ; -1 ; 92 ; 
980.52 ; 0.07 ; 0.273 ; 0.015 ; g ; Tc-101 ; -1 ; 93 ; 
988.05 ; 0.12 ; 0.177 ; 0.012 ; g ; Tc-101 ; -1 ; 94 ; 
1007.4 ; 0.3 ; 0.173 ; 0.015 ; g ; Tc-101 ; -1 ; 95 ; 
1011.05 ; 0.14 ; 0.89 ; 0.08 ; g ; Tc-101 ; -1 ; 96 ; 
1012.47 ; 0.04 ; 13.0 ; 0.7 ; g ; Tc-101 ; -1 ; 97 ; 
1018.58 ; 0.25 ; 0.73 ; 0.04 ; g ; Tc-101 ; -1 ; 98 ; 
1020.0 ; 0.3 ; 0.386 ; 0.017 ; g ; Tc-101 ; -1 ; 99 ; 
1030.1 ; 0.4 ; 0.069 ; 0.008 ; g ; Tc-101 ; -1 ; 100 ; 
1049.8 ; 0.6 ; 0.348 ; 0.019 ; g ; Tc-101 ; -1 ; 101 ; 
1064.59 ; 0.11 ; 0.275 ; 0.015 ; g ; Tc-101 ; -1 ; 102 ; 
1065.9 ; 0.4 ; 0.157 ; 0.011 ; g ; Tc-101 ; -1 ; 103 ; 
1160.98 ; 0.04 ; 4.02 ; 0.14 ; g ; Tc-101 ; -1 ; 104 ; 
1169.23 ; 0.17 ; 0.220 ; 0.017 ; g ; Tc-101 ; -1 ; 105 ; 
1184.19 ; 0.23 ; 0.182 ; 0.013 ; g ; Tc-101 ; -1 ; 106 ; 
1186.76 ; 0.04 ; 1.01 ; 0.04 ; g ; Tc-101 ; -1 ; 107 ; 
1199.94 ; 0.04 ; 1.80 ; 0.06 ; g ; Tc-101 ; -1 ; 108 ; 
1209.92 ; 0.21 ; 0.131 ; 0.011 ; g ; Tc-101 ; -1 ; 109 ; 
1218.0 ; 0.5 ; 0.056 ; 0.008 ; g ; Tc-101 ; -1 ; 110 ; 
1249.4 ; 0.5 ; 0.231 ; 0.017 ; g ; Tc-101 ; -1 ; 111 ; 
1251.1 ; 0.4 ; 4.72 ; 0.16 ; g ; Tc-101 ; -1 ; 112 ; 
1260.21 ; 0.15 ; 0.148 ; 0.013 ; g ; Tc-101 ; -1 ; 113 ; 
1286.26 ; 0.17 ; 0.107 ; 0.010 ; g ; Tc-101 ; -1 ; 114 ; 
1290.7 ; 0.3 ; 0.113 ; 0.008 ; g ; Tc-101 ; -1 ; 115 ; 
1293.29 ; 0.17 ; 0.211 ; 0.010 ; g ; Tc-101 ; -1 ; 116 ; 
1304.00 ; 0.04 ; 2.71 ; 0.08 ; g ; Tc-101 ; -1 ; 117 ; 
1308.13 ; 0.20 ; 0.087 ; 0.010 ; g ; Tc-101 ; -1 ; 118 ; 
1310.7 ; 1.3 ; 0.031 ; 0.008 ; g ; Tc-101 ; -1 ; 119 ; 
1314.28 ; 0.25 ; 0.213 ; 0.012 ; g ; Tc-101 ; -1 ; 120 ; 
1325.65 ; 0.15 ; 0.28 ; 0.04 ; g ; Tc-101 ; -1 ; 121 ; 
1336.40 ; 0.13 ; 0.153 ; 0.008 ; g ; Tc-101 ; -1 ; 122 ; 
1339.42 ; 0.09 ; 0.178 ; 0.012 ; g ; Tc-101 ; -1 ; 123 ; 
1346.09 ; 0.07 ; 0.94 ; 0.04 ; g ; Tc-101 ; -1 ; 124 ; 
1350.8 ; 0.7 ; 0.049 ; 0.006 ; g ; Tc-101 ; -1 ; 125 ; 
1355.89 ; 0.05 ; 1.69 ; 0.08 ; g ; Tc-101 ; -1 ; 126 ; 
1377.95 ; 0.17 ; 0.239 ; 0.013 ; g ; Tc-101 ; -1 ; 127 ; 
1380.4 ; 0.8 ; 0.115 ; 0.011 ; g ; Tc-101 ; -1 ; 128 ; 
1382.71 ; 0.06 ; 1.13 ; 0.04 ; g ; Tc-101 ; -1 ; 129 ; 
1387.6 ; 0.3 ; 0.073 ; 0.006 ; g ; Tc-101 ; -1 ; 130 ; 
1394.86 ; 0.06 ; 0.62 ; 0.03 ; g ; Tc-101 ; -1 ; 131 ; 
1414.2 ; 0.6 ; 0.495 ; 0.025 ; g ; Tc-101 ; -1 ; 132 ; 
1418.56 ; 0.06 ; 0.89 ; 0.04 ; g ; Tc-101 ; -1 ; 133 ; 
1426.9 ; 0.9 ; 0.035 ; 0.006 ; g ; Tc-101 ; -1 ; 134 ; 
1429.21 ; 0.20 ; 0.07 ; 0.04 ; g ; Tc-101 ; -1 ; 135 ; 
1431.68 ; 0.18 ; 0.489 ; 0.022 ; g ; Tc-101 ; -1 ; 136 ; 
1435.1 ; 0.4 ; 0.082 ; 0.008 ; g ; Tc-101 ; -1 ; 138 ; 
1440.84 ; 0.11 ; 0.151 ; 0.010 ; g ; Tc-101 ; -1 ; 139 ; 
1451.1 ; 0.4 ; 0.064 ; 0.008 ; g ; Tc-101 ; -1 ; 140 ; 
1485.9 ; 0.2 ; 0.100 ; 0.006 ; g ; Tc-101 ; -1 ; 141 ; 
1507.0 ; 0.7 ; 0.049 ; 0.013 ; g ; Tc-101 ; -1 ; 142 ; 
1514.10 ; 0.22 ; 0.177 ; 0.012 ; g ; Tc-101 ; -1 ; 143 ; 
1517.8 ; 0.4 ; 0.217 ; 0.017 ; g ; Tc-101 ; -1 ; 144 ; 
1520.4 ; 0.5 ; 0.23 ; 0.03 ; g ; Tc-101 ; -1 ; 145 ; 
1523.0 ; 0.3 ; 0.280 ; 0.014 ; g ; Tc-101 ; -1 ; 146 ; 
1526.6 ; 0.5 ; 0.098 ; 0.010 ; g ; Tc-101 ; -1 ; 147 ; 
1530.3 ; 0.5 ; 0.15 ; 0.06 ; g ; Tc-101 ; -1 ; 148 ; 
1532.49 ; 0.04 ; 6.14 ; 0.20 ; g ; Tc-101 ; -1 ; 149 ; 
1548.68 ; 0.24 ; 0.149 ; 0.011 ; g ; Tc-101 ; -1 ; 150 ; 
1583.1 ; 0.3 ; 0.082 ; 0.008 ; g ; Tc-101 ; -1 ; 151 ; 
1589.67 ; 0.09 ; 0.271 ; 0.012 ; g ; Tc-101 ; -1 ; 152 ; 
1594.8 ; 0.9 ; 0.022 ; 0.006 ; g ; Tc-101 ; -1 ; 153 ; 
1599.26 ; 0.05 ; 1.75 ; 0.08 ; g ; Tc-101 ; -1 ; 154 ; 
1605.3 ; 0.6 ; 0.042 ; 0.006 ; g ; Tc-101 ; -1 ; 155 ; 
1609.2 ; 0.3 ; 0.089 ; 0.008 ; g ; Tc-101 ; -1 ; 156 ; 
1615.0 ; 0.4 ; 0.056 ; 0.006 ; g ; Tc-101 ; -1 ; 157 ; 
1629.4 ; 0.5 ; 0.049 ; 0.006 ; g ; Tc-101 ; -1 ; 158 ; 
1646.4 ; 0.3 ; 0.078 ; 0.008 ; g ; Tc-101 ; -1 ; 159 ; 
1653.3 ; 0.4 ; 0.076 ; 0.006 ; g ; Tc-101 ; -1 ; 160 ; 
1662.49 ; 0.06 ; 0.70 ; 0.02 ; g ; Tc-101 ; -1 ; 161 ; 
1673.91 ; 0.06 ; 1.68 ; 0.08 ; g ; Tc-101 ; -1 ; 162 ; 
1712.93 ; 0.15 ; 0.198 ; 0.012 ; g ; Tc-101 ; -1 ; 163 ; 
1722.1 ; 0.6 ; 0.033 ; 0.010 ; g ; Tc-101 ; -1 ; 164 ; 
1754.9 ; 0.8 ; 0.373 ; 0.017 ; g ; Tc-101 ; -1 ; 165 ; 
1759.72 ; 0.06 ; 1.005 ; 0.045 ; g ; Tc-101 ; -1 ; 166 ; 
1768.22 ; 0.19 ; 0.142 ; 0.010 ; g ; Tc-101 ; -1 ; 167 ; 
1840.24 ; 0.05 ; 1.4 ; 0.1 ; g ; Tc-101 ; -1 ; 168 ; 
1876.3 ; 0.9 ; 0.025 ; 0.004 ; g ; Tc-101 ; -1 ; 169 ; 
1882.26 ; 0.25 ; 0.086 ; 0.006 ; g ; Tc-101 ; -1 ; 170 ; 
1888.3 ; 0.5 ; 0.044 ; 0.008 ; g ; Tc-101 ; -1 ; 171 ; 
1921.4 ; 0.5 ; 0.053 ; 0.008 ; g ; Tc-101 ; -1 ; 172 ; 
1941.8 ; 0.4 ; 0.055 ; 0.006 ; g ; Tc-101 ; -1 ; 173 ; 
1946.54 ; 0.24 ; 0.080 ; 0.006 ; g ; Tc-101 ; -1 ; 174 ; 
2024.4 ; 0.8 ; 0.067 ; 0.008 ; g ; Tc-101 ; -1 ; 175 ; 
2028.1 ; 0.9 ; 0.100 ; 0.017 ; g ; Tc-101 ; -1 ; 176 ; 
2032.1 ; 0.5 ; 6.59 ; 0.20 ; g ; Tc-101 ; -1 ; 177 ; 
2038.4 ; 0.5 ; 0.21 ; 0.03 ; g ; Tc-101 ; -1 ; 178 ; 
2041.24 ; 0.05 ; 2.15 ; 0.08 ; g ; Tc-101 ; -1 ; 179 ; 
2047.31 ; 0.14 ; 0.089 ; 0.008 ; g ; Tc-101 ; -1 ; 180 ; 
2088.79 ; 0.05 ; 0.79 ; 0.04 ; g ; Tc-101 ; -1 ; 181 ; 
2112.77 ; 0.25 ; 0.14 ; 0.03 ; g ; Tc-101 ; -1 ; 182 ; 
2114.34 ; 0.08 ; 0.58 ; 0.03 ; g ; Tc-101 ; -1 ; 183 ; 
2131.4 ; 0.4 ; 0.035 ; 0.008 ; g ; Tc-101 ; -1 ; 184 ; 
2223.26 ; 0.11 ; 0.164 ; 0.008 ; g ; Tc-101 ; -1 ; 185 ; 
2337.8 ; 0.8 ; 0.015 ; 0.004 ; g ; Tc-101 ; -1 ; 186 ; 
2404.7 ; 0.8 ; 0.0195 ; 0.0024 ; g ; Tc-101 ; -1 ; 187 ; 
==================================================================================================================
