Nuclide ; Eu-156 
Element ; Europium
Z ; 63
Daughter(s) ; (B-) ; Gd-156 ; 100
Q- ; 2451
Half-life (d) ; 15.19 ; 0.08
Half-life (s) ; 1.312E6 ; 0.007E6
Decay constant (1/s) ; 528.1E-9 ; 2.8E-9
Specific activity (Bq/g) ; 2.039E15 ; 0.011E15
Reference ; NDS 49 & 99 - 2003
Emissions (106 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
709.86 ; 0.05 ; 0.88 ; 0.08 ; g ; Gd-156 ; -1 ; 27 ; 
723.47 ; 0.05 ; 5.4 ; 0.5 ; g ; Gd-156 ; -1 ; 28 ; 
768.56 ; 0.07 ; 0.087 ; 0.009 ; g ; Gd-156 ; -1 ; 29 ; 
778 ;  ; 0.026 ; 0.005 ; g ; Gd-156 ; -1 ; 30 ; 
784.14 ; 0.10 ; 0.049 ; 0.006 ; g ; Gd-156 ; -1 ; 31 ; 
797.73 ; 0.06 ; 0.109 ; 0.011 ; g ; Gd-156 ; -1 ; 32 ; 
811.77 ; 0.05 ; 9.7 ; 0.8 ; g ; Gd-156 ; -1 ; 33 ; 
820.36 ; 0.07 ; 0.169 ; 0.015 ; g ; Gd-156 ; -1 ; 34 ; 
836.52 ; 0.07 ; 0.081 ; 0.009 ; g ; Gd-156 ; -1 ; 35 ; 
839.0 ; 0.2 ; 0.030 ; 0.006 ; g ; Gd-156 ; -1 ; 36 ; 
841.16 ; 0.10 ; 0.208 ; 0.018 ; g ; Gd-156 ; -1 ; 37 ; 
858.36 ; 0.12 ; 0.205 ; 0.018 ; g ; Gd-156 ; -1 ; 38 ; 
865.8 ; 0.3 ; 0.188 ; 0.019 ; g ; Gd-156 ; -1 ; 39 ; 
867.01 ; 0.08 ; 1.33 ; 0.11 ; g ; Gd-156 ; -1 ; 40 ; 
872.39 ; 0.09 ; 0.040 ; 0.006 ; g ; Gd-156 ; -1 ; 41 ; 
903.62 ; 0.10 ; 0.040 ; 0.006 ; g ; Gd-156 ; -1 ; 42 ; 
916.4 ; 0.4 ; 0.032 ; 0.007 ; g ; Gd-156 ; -1 ; 43 ; 
928.8 ; 0.4 ; 0.028 ; 0.006 ; g ; Gd-156 ; -1 ; 44 ; 
944.35 ; 0.07 ; 1.33 ; 0.11 ; g ; Gd-156 ; -1 ; 45 ; 
947.46 ; 0.15 ; 0.292 ; 0.025 ; g ; Gd-156 ; -1 ; 46 ; 
960.50 ; 0.08 ; 1.45 ; 0.13 ; g ; Gd-156 ; -1 ; 47 ; 
961.0 ; 0.6 ; 0.15 ; 0.04 ; g ; Gd-156 ; -1 ; 48 ; 
963 ;  ; 0.034 ; 0.006 ; g ; Gd-156 ; -1 ; 49 ; 
969.83 ; 0.06 ; 0.37 ; 0.04 ; g ; Gd-156 ; -1 ; 50 ; 
1011.87 ; 0.05 ; 0.31 ; 0.03 ; g ; Gd-156 ; -1 ; 51 ; 
1018.5 ; 0.1 ; 0.084 ; 0.009 ; g ; Gd-156 ; -1 ; 52 ; 
1027.39 ; 0.08 ; 0.128 ; 0.012 ; g ; Gd-156 ; -1 ; 53 ; 
1037 ;  ; 0.053 ; 0.007 ; g ; Gd-156 ; -1 ; 54 ; 
1040.44 ; 0.07 ; 0.50 ; 0.05 ; g ; Gd-156 ; -1 ; 55 ; 
1065.14 ; 0.05 ; 4.9 ; 0.4 ; g ; Gd-156 ; -1 ; 56 ; 
1076 ;  ; 0.34 ; 0.03 ; g ; Gd-156 ; -1 ; 57 ; 
1079.16 ; 0.05 ; 4.6 ; 0.4 ; g ; Gd-156 ; -1 ; 58 ; 
1101.80 ; 0.11 ; 0.042 ; 0.007 ; g ; Gd-156 ; -1 ; 59 ; 
1115.78 ; 0.07 ; 0.050 ; 0.007 ; g ; Gd-156 ; -1 ; 60 ; 
1129.47 ; 0.07 ; 0.135 ; 0.013 ; g ; Gd-156 ; -1 ; 61 ; 
1140.51 ; 0.05 ; 0.283 ; 0.024 ; g ; Gd-156 ; -1 ; 62 ; 
1153.67 ; 0.10 ; 6.8 ; 0.6 ; g ; Gd-156 ; -1 ; 63 ; 
1154.08 ; 0.10 ; 4.7 ; 0.4 ; g ; Gd-156 ; -1 ; 64 ; 
1156 ;  ; 0.131 ; 0.023 ; g ; Gd-156 ; -1 ; 65 ; 
1164.2 ; 0.3 ; 0.065 ; 0.008 ; g ; Gd-156 ; -1 ; 66 ; 
1169.12 ; 0.05 ; 0.266 ; 0.023 ; g ; Gd-156 ; -1 ; 67 ; 
1187.3 ; 0.5 ; 0.015 ; 0.007 ; g ; Gd-156 ; -1 ; 68 ; 
1220.50 ; 0.11 ; 0.019 ; 0.006 ; g ; Gd-156 ; -1 ; 69 ; 
1230.71 ; 0.06 ; 8.0 ; 0.7 ; g ; Gd-156 ; -1 ; 70 ; 
1242.42 ; 0.05 ; 6.6 ; 0.6 ; g ; Gd-156 ; -1 ; 71 ; 
1258.03 ; 0.07 ; 0.095 ; 0.009 ; g ; Gd-156 ; -1 ; 72 ; 
1277.43 ; 0.05 ; 2.89 ; 0.24 ; g ; Gd-156 ; -1 ; 73 ; 
1366.41 ; 0.05 ; 1.57 ; 0.13 ; g ; Gd-156 ; -1 ; 74 ; 
1626.29 ; 0.14 ; 0.046 ; 0.007 ; g ; Gd-156 ; -1 ; 75 ; 
1682.10 ; 0.12 ; 0.272 ; 0.024 ; g ; Gd-156 ; -1 ; 76 ; 
1857.42 ; 0.11 ; 0.240 ; 0.021 ; g ; Gd-156 ; -1 ; 77 ; 
1873 ;  ; 0.059 ; 0.013 ; g ; Gd-156 ; -1 ; 78 ; 
1877.03 ; 0.15 ; 1.51 ; 0.13 ; g ; Gd-156 ; -1 ; 79 ; 
1937.71 ; 0.11 ; 1.94 ; 0.16 ; g ; Gd-156 ; -1 ; 80 ; 
1946.34 ; 0.13 ; 0.165 ; 0.016 ; g ; Gd-156 ; -1 ; 81 ; 
1965.95 ; 0.12 ; 3.9 ; 0.4 ; g ; Gd-156 ; -1 ; 82 ; 
2026.65 ; 0.11 ; 3.3 ; 0.3 ; g ; Gd-156 ; -1 ; 83 ; 
2032.51 ; 0.12 ; 0.131 ; 0.012 ; g ; Gd-156 ; -1 ; 84 ; 
2097.70 ; 0.11 ; 3.8 ; 0.4 ; g ; Gd-156 ; -1 ; 85 ; 
2110.52 ; 0.13 ; 0.079 ; 0.008 ; g ; Gd-156 ; -1 ; 86 ; 
2116.49 ; 0.13 ; 0.114 ; 0.010 ; g ; Gd-156 ; -1 ; 87 ; 
2121.3 ; 0.4 ; 0.0047 ; 0.0023 ; g ; Gd-156 ; -1 ; 88 ; 
2170.86 ; 0.20 ; 0.032 ; 0.004 ; g ; Gd-156 ; -1 ; 89 ; 
2180.91 ; 0.12 ; 2.14 ; 0.18 ; g ; Gd-156 ; -1 ; 90 ; 
2186.71 ; 0.11 ; 3.5 ; 0.3 ; g ; Gd-156 ; -1 ; 91 ; 
2205.38 ; 0.13 ; 0.88 ; 0.08 ; g ; Gd-156 ; -1 ; 92 ; 
2211.83 ; 0.12 ; 0.098 ; 0.009 ; g ; Gd-156 ; -1 ; 93 ; 
2255.5 ; 0.5 ; 0.0060 ; 0.0012 ; g ; Gd-156 ; -1 ; 94 ; 
2259.8 ; 0.3 ; 0.0114 ; 0.0015 ; g ; Gd-156 ; -1 ; 95 ; 
2269.90 ; 0.12 ; 1.03 ; 0.09 ; g ; Gd-156 ; -1 ; 96 ; 
2293.40 ; 0.12 ; 0.0224 ; 0.0022 ; g ; Gd-156 ; -1 ; 97 ; 
2301.0 ; 0.2 ; 0.0104 ; 0.0013 ; g ; Gd-156 ; -1 ; 98 ; 
2344.3 ; 0.7 ; 0.0040 ; 0.0008 ; g ; Gd-156 ; -1 ; 99 ; 
2361.2 ; 0.3 ; 0.0168 ; 0.0018 ; g ; Gd-156 ; -1 ; 100 ; 
==================================================================================================================
