Nuclide ; Xe-123 
Element ; Xenon
Z ; 54
Daughter(s) ; (B+, EC) ; I-123 ; 100
Q+ ; 2695
Half-life (h) ; 2.08 ; 0.02
Half-life (s) ; 7.49E3 ; 0.07E3
Decay constant (1/s) ; 92.6E-6 ; 0.9E-6
Specific activity (Bq/g) ; 453.2E15 ; 4.4E15
Reference ; NDS 70 - 1999
Emissions (114 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
1011.3 ; 0.5 ; 0.44 ; 0.05 ; g ; I-123 ; -1 ; 34 ; 
1013.5 ; 0.5 ; 0.118 ; 0.015 ; g ; I-123 ; -1 ; 35 ; 
1041.0 ; 0.3 ; 0.074 ; 0.010 ; g ; I-123 ; -1 ; 36 ; 
1048.9 ; 0.3 ; 0.138 ; 0.015 ; g ; I-123 ; -1 ; 37 ; 
1060.7 ; 0.4 ; 0.78 ; 0.01 ; g ; I-123 ; -1 ; 38 ; 
1064.3 ; 0.4 ; 0.66 ; 0.07 ; g ; I-123 ; -1 ; 39 ; 
1093.4 ; 0.3 ; 2.79 ; 0.25 ; g ; I-123 ; -1 ; 40 ; 
1113.1 ; 0.3 ; 1.56 ; 0.15 ; g ; I-123 ; -1 ; 41 ; 
1132.2 ; 0.3 ; 0.059 ; 0.005 ; g ; I-123 ; -1 ; 42 ; 
1153.8 ; 0.3 ; 0.098 ; 0.001 ; g ; I-123 ; -1 ; 43 ; 
1161.3 ; 0.3 ; 0.103 ; 0.010 ; g ; I-123 ; -1 ; 44 ; 
1189.9 ; 0.3 ; 0.054 ; 0.005 ; g ; I-123 ; -1 ; 45 ; 
1201.5 ; 0.3 ; 0.09 ; 0.01 ; g ; I-123 ; -1 ; 46 ; 
1237.1 ; 0.4 ; 0.098 ; 0.015 ; g ; I-123 ; -1 ; 47 ; 
1242.0 ; 0.4 ; 0.56 ; 0.20 ; g ; I-123 ; -1 ; 48 ; 
1264.7 ; 0.4 ; 0.029 ; 0.005 ; g ; I-123 ; -1 ; 49 ; 
1274.6 ; 0.3 ; 0.044 ; 0.005 ; g ; I-123 ; -1 ; 50 ; 
1296.3 ; 0.3 ; 0.029 ; 0.005 ; g ; I-123 ; -1 ; 51 ; 
1310.3 ; 0.3 ; 0.13 ; 0.01 ; g ; I-123 ; -1 ; 52 ; 
1326.8 ; 0.3 ; 0.010 ; 0.003 ; g ; I-123 ; -1 ; 53 ; 
1334.3 ; 0.3 ; 0.025 ; 0.005 ; g ; I-123 ; -1 ; 54 ; 
1390.9 ; 0.3 ; 0.118 ; 0.010 ; g ; I-123 ; -1 ; 55 ; 
1508.4 ; 0.3 ; 0.049 ; 0.005 ; g ; I-123 ; -1 ; 56 ; 
1534.9 ; 0.3 ; 0.304 ; 0.030 ; g ; I-123 ; -1 ; 57 ; 
1603.9 ; 0.3 ; 0.172 ; 0.017 ; g ; I-123 ; -1 ; 58 ; 
1625.9 ; 0.3 ; 0.59 ; 0.05 ; g ; I-123 ; -1 ; 59 ; 
1656.8 ; 0.4 ; 0.132 ; 0.013 ; g ; I-123 ; -1 ; 60 ; 
1686.8 ; 0.3 ; 0.61 ; 0.07 ; g ; I-123 ; -1 ; 61 ; 
1715.9 ; 0.3 ; 0.190 ; 0.025 ; g ; I-123 ; -1 ; 62 ; 
1732.2 ; 0.3 ; 0.14 ; 0.02 ; g ; I-123 ; -1 ; 63 ; 
1756.1 ; 0.3 ; 0.093 ; 0.010 ; g ; I-123 ; -1 ; 64 ; 
1778.2 ; 0.3 ; 0.10 ; 0.01 ; g ; I-123 ; -1 ; 65 ; 
1785.4 ; 0.3 ; 0.029 ; 0.005 ; g ; I-123 ; -1 ; 66 ; 
1807.3 ; 0.3 ; 1.25 ; 0.13 ; g ; I-123 ; -1 ; 67 ; 
1822.3 ; 0.3 ; 0.123 ; 0.015 ; g ; I-123 ; -1 ; 68 ; 
1864.7 ; 0.3 ; 0.064 ; 0.010 ; g ; I-123 ; -1 ; 69 ; 
1871.1 ; 0.3 ; 0.059 ; 0.010 ; g ; I-123 ; -1 ; 70 ; 
1884.5 ; 0.3 ; 0.64 ; 0.08 ; g ; I-123 ; -1 ; 71 ; 
1913.5 ; 0.4 ; 0.074 ; 0.010 ; g ; I-123 ; -1 ; 72 ; 
1919.8 ; 0.4 ; 0.025 ; 0.005 ; g ; I-123 ; -1 ; 73 ; 
1934.2 ; 0.3 ; 0.221 ; 0.022 ; g ; I-123 ; -1 ; 74 ; 
1955.9 ; 0.3 ; 0.098 ; 0.015 ; g ; I-123 ; -1 ; 75 ; 
1974.3 ; 0.3 ; 0.137 ; 0.020 ; g ; I-123 ; -1 ; 76 ; 
1992.5 ; 0.4 ; 0.044 ; 0.005 ; g ; I-123 ; -1 ; 77 ; 
2003.3 ; 0.4 ; 0.186 ; 0.025 ; g ; I-123 ; -1 ; 78 ; 
2037.6 ; 0.4 ; 0.245 ; 0.030 ; g ; I-123 ; -1 ; 79 ; 
2052.4 ; 0.4 ; 0.044 ; 0.005 ; g ; I-123 ; -1 ; 80 ; 
2058.9 ; 0.4 ; 0.075 ; 0.010 ; g ; I-123 ; -1 ; 81 ; 
2062.6 ; 0.4 ; 0.049 ; 0.010 ; g ; I-123 ; -1 ; 82 ; 
2071.9 ; 0.4 ; 0.167 ; 0.020 ; g ; I-123 ; -1 ; 83 ; 
2101.3 ; 0.4 ; 0.157 ; 0.020 ; g ; I-123 ; -1 ; 84 ; 
2107.0 ; 0.5 ; 0.020 ; 0.005 ; g ; I-123 ; -1 ; 85 ; 
2125.3 ; 0.4 ; 0.010 ; 0.002 ; g ; I-123 ; -1 ; 86 ; 
2136.4 ; 0.4 ; 0.025 ; 0.005 ; g ; I-123 ; -1 ; 87 ; 
2144.6 ; 0.4 ; 0.034 ; 0.005 ; g ; I-123 ; -1 ; 88 ; 
2151.7 ; 0.5 ; 0.015 ; 0.010 ; g ; I-123 ; -1 ; 89 ; 
2173.5 ; 0.5 ; 0.064 ; 0.010 ; g ; I-123 ; -1 ; 90 ; 
2178.5 ; 0.5 ; 0.039 ; 0.005 ; g ; I-123 ; -1 ; 91 ; 
2189.8 ; 0.4 ; 0.020 ; 0.005 ; g ; I-123 ; -1 ; 92 ; 
2201.2 ; 0.4 ; 0.044 ; 0.010 ; g ; I-123 ; -1 ; 93 ; 
2211.7 ; 0.4 ; 0.039 ; 0.010 ; g ; I-123 ; -1 ; 94 ; 
2218.8 ; 0.4 ; 0.034 ; 0.005 ; g ; I-123 ; -1 ; 95 ; 
2249.6 ; 0.4 ; 0.012 ; 0.002 ; g ; I-123 ; -1 ; 96 ; 
2277.0 ; 0.5 ; 0.0074 ; 0.0020 ; g ; I-123 ; -1 ; 97 ; 
2280.8 ; 0.5 ; 0.0074 ; 0.0020 ; g ; I-123 ; -1 ; 98 ; 
2306.5 ; 0.5 ; 0.010 ; 0.003 ; g ; I-123 ; -1 ; 99 ; 
2327.3 ; 0.5 ; 0.034 ; 0.005 ; g ; I-123 ; -1 ; 100 ; 
2367.6 ; 0.5 ; 0.010 ; 0.002 ; g ; I-123 ; -1 ; 101 ; 
2389.1 ; 0.5 ; 0.005 ; 0.002 ; g ; I-123 ; -1 ; 102 ; 
2411.3 ; 0.5 ; 0.005 ; 0.002 ; g ; I-123 ; -1 ; 103 ; 
2419.6 ; 0.5 ; 0.005 ; 0.002 ; g ; I-123 ; -1 ; 104 ; 
2430.8 ; 0.5 ; 0.005 ; 0.002 ; g ; I-123 ; -1 ; 105 ; 
2455.5 ; 0.5 ; 0.015 ; 0.003 ; g ; I-123 ; -1 ; 106 ; 
2560.4 ; 0.5 ; 0.015 ; 0.003 ; g ; I-123 ; -1 ; 107 ; 
2580.3 ; 0.5 ; 0.005 ; 0.001 ; g ; I-123 ; -1 ; 108 ; 
==================================================================================================================
