Nuclide ; Xe-138 
Element ; Xenon
Z ; 54
Daughter(s) ; (B-) ; Cs-138 ; 100
Q- ; 2915
Possible parent(s) ; (B-) ; I-138 ; 100
Half-life (min) ; 14.08 ; 0.08
Half-life (s) ; 844.8 ; 4.8
Decay constant (1/s) ; 820.5E-6 ; 4.7E-6
Specific activity (Bq/g) ; 3.580E18 ; 0.020E18
Reference ; NDS 69 - 1999
Emissions (102 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
816.06 ; 0.18 ; 0.072 ; 0.013 ; g ; Cs-138 ; -1 ; 40 ; 
848.7 ; 0.3 ; 0.044 ; 0.013 ; g ; Cs-138 ; -1 ; 41 ; 
851.30 ; 0.17 ; 0.069 ; 0.013 ; g ; Cs-138 ; -1 ; 42 ; 
865.82 ; 0.07 ; 0.296 ; 0.022 ; g ; Cs-138 ; -1 ; 43 ; 
869.35 ; 0.06 ; 0.62 ; 0.04 ; g ; Cs-138 ; -1 ; 44 ; 
896.87 ; 0.12 ; 0.132 ; 0.014 ; g ; Cs-138 ; -1 ; 45 ; 
902.3 ; 0.3 ; 0.044 ; 0.013 ; g ; Cs-138 ; -1 ; 46 ; 
912.51 ; 0.07 ; 0.328 ; 0.022 ; g ; Cs-138 ; -1 ; 47 ; 
917.13 ; 0.06 ; 0.92 ; 0.05 ; g ; Cs-138 ; -1 ; 48 ; 
936.36 ; 0.11 ; 0.135 ; 0.014 ; g ; Cs-138 ; -1 ; 49 ; 
941.25 ; 0.08 ; 0.230 ; 0.018 ; g ; Cs-138 ; -1 ; 50 ; 
946.63 ; 0.20 ; 0.063 ; 0.013 ; g ; Cs-138 ; -1 ; 51 ; 
953.1 ; 0.5 ; 0.028 ; 0.013 ; g ; Cs-138 ; -1 ; 52 ; 
996.8 ; 0.3 ; 0.063 ; 0.016 ; g ; Cs-138 ; -1 ; 53 ; 
1076.38 ; 0.22 ; 0.088 ; 0.016 ; g ; Cs-138 ; -1 ; 54 ; 
1093.87 ; 0.09 ; 0.41 ; 0.03 ; g ; Cs-138 ; -1 ; 55 ; 
1098.77 ; 0.11 ; 0.214 ; 0.018 ; g ; Cs-138 ; -1 ; 56 ; 
1102.24 ; 0.17 ; 0.107 ; 0.014 ; g ; Cs-138 ; -1 ; 57 ; 
1114.29 ; 0.10 ; 1.47 ; 0.09 ; g ; Cs-138 ; -1 ; 58 ; 
1141.64 ; 0.09 ; 0.51 ; 0.04 ; g ; Cs-138 ; -1 ; 59 ; 
1145.44 ; 0.18 ; 0.132 ; 0.020 ; g ; Cs-138 ; -1 ; 60 ; 
1153.6 ; 0.5 ; 0.032 ; 0.016 ; g ; Cs-138 ; -1 ; 61 ; 
1160.96 ; 0.18 ; 0.098 ; 0.013 ; g ; Cs-138 ; -1 ; 62 ; 
1189.54 ; 0.21 ; 0.082 ; 0.013 ; g ; Cs-138 ; -1 ; 63 ; 
1194.94 ; 0.20 ; 0.088 ; 0.013 ; g ; Cs-138 ; -1 ; 64 ; 
1204.5 ; 0.4 ; 0.035 ; 0.013 ; g ; Cs-138 ; -1 ; 65 ; 
1218.7 ; 0.5 ; 0.038 ; 0.016 ; g ; Cs-138 ; -1 ; 66 ; 
1228.3 ; 0.4 ; 0.063 ; 0.023 ; g ; Cs-138 ; -1 ; 67 ; 
1311.07 ; 0.24 ; 0.085 ; 0.016 ; g ; Cs-138 ; -1 ; 68 ; 
1356.6 ; 0.4 ; 0.050 ; 0.016 ; g ; Cs-138 ; -1 ; 69 ; 
1361.9 ; 0.6 ; 0.035 ; 0.016 ; g ; Cs-138 ; -1 ; 70 ; 
1381.4 ; 0.3 ; 0.069 ; 0.016 ; g ; Cs-138 ; -1 ; 71 ; 
1385.5 ; 0.3 ; 0.076 ; 0.016 ; g ; Cs-138 ; -1 ; 72 ; 
1473.2 ; 0.3 ; 0.069 ; 0.013 ; g ; Cs-138 ; -1 ; 73 ; 
1548.9 ; 0.4 ; 0.076 ; 0.019 ; g ; Cs-138 ; -1 ; 74 ; 
1571.84 ; 0.16 ; 0.26 ; 0.03 ; g ; Cs-138 ; -1 ; 75 ; 
1578.1 ; 0.5 ; 0.050 ; 0.019 ; g ; Cs-138 ; -1 ; 76 ; 
1614.57 ; 0.18 ; 0.24 ; 0.03 ; g ; Cs-138 ; -1 ; 77 ; 
1646.5 ; 0.3 ; 0.066 ; 0.013 ; g ; Cs-138 ; -1 ; 78 ; 
1768.26 ; 0.13 ; 16.7 ; 0.7 ; g ; Cs-138 ; -1 ; 79 ; 
1783.4 ; 0.6 ; 0.038 ; 0.016 ; g ; Cs-138 ; -1 ; 80 ; 
1799.4 ; 0.6 ; 0.035 ; 0.013 ; g ; Cs-138 ; -1 ; 81 ; 
1812.54 ; 0.18 ; 0.18 ; 0.02 ; g ; Cs-138 ; -1 ; 82 ; 
1850.86 ; 0.13 ; 1.42 ; 0.07 ; g ; Cs-138 ; -1 ; 83 ; 
1887.3 ; 0.3 ; 0.069 ; 0.013 ; g ; Cs-138 ; -1 ; 84 ; 
1925.36 ; 0.14 ; 0.56 ; 0.04 ; g ; Cs-138 ; -1 ; 85 ; 
2004.75 ; 0.14 ; 5.36 ; 0.23 ; g ; Cs-138 ; -1 ; 86 ; 
2015.82 ; 0.14 ; 12.3 ; 0.5 ; g ; Cs-138 ; -1 ; 87 ; 
2041.2 ; 0.5 ; 0.032 ; 0.010 ; g ; Cs-138 ; -1 ; 88 ; 
2079.17 ; 0.14 ; 1.44 ; 0.07 ; g ; Cs-138 ; -1 ; 89 ; 
2252.26 ; 0.14 ; 2.29 ; 0.11 ; g ; Cs-138 ; -1 ; 90 ; 
2266.8 ; 0.5 ; 0.038 ; 0.013 ; g ; Cs-138 ; -1 ; 91 ; 
2321.90 ; 0.16 ; 0.62 ; 0.04 ; g ; Cs-138 ; -1 ; 92 ; 
2326.9 ; 0.3 ; 0.057 ; 0.010 ; g ; Cs-138 ; -1 ; 93 ; 
2475.26 ; 0.16 ; 0.312 ; 0.020 ; g ; Cs-138 ; -1 ; 94 ; 
2492.61 ; 0.24 ; 0.054 ; 0.007 ; g ; Cs-138 ; -1 ; 95 ; 
2497.56 ; 0.17 ; 0.173 ; 0.014 ; g ; Cs-138 ; -1 ; 96 ; 
==================================================================================================================
