Nuclide ; Kr-88 
Element ; Krypton
Z ; 36
Daughter(s) ; (B-) ; Rb-88 ; 100
Q- ; 2917.7
Half-life (h) ; 2.84 ; 0.03
Half-life (s) ; 10.22E3 ; 0.11E3
Decay constant (1/s) ; 67.8E-6 ; 0.7E-6
Specific activity (Bq/g) ; 464.0E15 ; 4.9E15
Reference ; NDS 54 - 1999
Emissions (121 lines) sorted by nuclide and by increasing energy
------------------------------------------------------ Kr-88 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
1464.84 ; 0.09 ; 0.114 ; 0.015 ; g ; Rb-88 ; -1 ; 61 ; Kr-88
1518.39 ; 0.03 ; 2.15 ; 0.11 ; g ; Rb-88 ; -1 ; 62 ; Kr-88
1529.77 ; 0.03 ; 10.9 ; 0.6 ; g ; Rb-88 ; -1 ; 63 ; Kr-88
1603.79 ; 0.05 ; 0.460 ; 0.004 ; g ; Rb-88 ; -1 ; 64 ; Kr-88
1608.01 ; 0.20 ; 0.069 ; 0.018 ; g ; Rb-88 ; -1 ; 65 ; Kr-88
1661.3 ; 0.3 ; 0.090 ; 0.021 ; g ; Rb-88 ; -1 ; 66 ; Kr-88
1685.6 ; 0.4 ; 0.66 ; 0.08 ; g ; Rb-88 ; -1 ; 67 ; Kr-88
1789.14 ; 0.22 ; 0.045 ; 0.017 ; g ; Rb-88 ; -1 ; 68 ; Kr-88
1793.3 ; 0.3 ; 0.035 ; 0.014 ; g ; Rb-88 ; -1 ; 69 ; Kr-88
1801.3 ; 0.3 ; 0.038 ; 0.014 ; g ; Rb-88 ; -1 ; 70 ; Kr-88
1892.76 ; 0.13 ; 0.14 ; 0.03 ; g ; Rb-88 ; -1 ; 71 ; Kr-88
1908.7 ; 0.4 ; 0.100 ; 0.015 ; g ; Rb-88 ; -1 ; 72 ; Kr-88
2029.84 ; 0.03 ; 4.53 ; 0.23 ; g ; Rb-88 ; -1 ; 73 ; Kr-88
2035.41 ; 0.02 ; 3.74 ; 0.20 ; g ; Rb-88 ; -1 ; 74 ; Kr-88
2186.5 ; 0.3 ; 0.29 ; 0.06 ; g ; Rb-88 ; -1 ; 75 ; Kr-88
2195.84 ; 0.01 ; 13.2 ; 0.6 ; g ; Rb-88 ; -1 ; 76 ; Kr-88
2231.77 ; 0.02 ; 3.39 ; 0.17 ; g ; Rb-88 ; -1 ; 77 ; Kr-88
2259.5 ; 0.3 ; 0.031 ; 0.014 ; g ; Rb-88 ; -1 ; 78 ; Kr-88
2352.08 ; 0.04 ; 0.73 ; 0.04 ; g ; Rb-88 ; -1 ; 79 ; Kr-88
2364.7 ; 0.3 ; 0.031 ; 0.014 ; g ; Rb-88 ; -1 ; 80 ; Kr-88
2392.11 ; 0.04 ; 34.6 ; 1.6 ; g ; Rb-88 ; -1 ; 81 ; Kr-88
2408.91 ; 0.07 ; 0.104 ; 0.011 ; g ; Rb-88 ; -1 ; 82 ; Kr-88
2535.52 ; 0.11 ; 0.042 ; 0.004 ; g ; Rb-88 ; -1 ; 83 ; Kr-88
2548.40 ; 0.03 ; 0.620 ; 0.031 ; g ; Rb-88 ; -1 ; 84 ; Kr-88
2771.02 ; 0.05 ; 0.149 ; 0.010 ; g ; Rb-88 ; -1 ; 85 ; Kr-88
------------------------------------------------------ Rb-88 -----------------------------------------------------
338.95 ; 0.07 ; 0.060 ; 0.007 ; g ; Sr-88 ; 13 ; 10 ; Rb-88
416.3 ; 0.2 ; 0.0038 ; 0.0003 ; g ; Sr-88 ; 6 ; 3 ; Rb-88
439.3 ; 0.2 ; 0.014 ; 0.003 ; g ; Sr-88 ; 13 ; 9 ; Rb-88
484.47 ; 0.15 ; 0.030 ; 0.006 ; g ; Sr-88 ; 3 ; 2 ; Rb-88
626.2 ; 0.3 ; 0.012 ; 0.003 ; g ; Sr-88 ; -1 ; 25 ; Rb-88
898.02 ; 0.02 ; 14.7 ; 0.6 ; g ; Sr-88 ; 2 ; 1 ; Rb-88
1027.3 ; 0.2 ; 0.011 ; 0.005 ; g ; Sr-88 ; 10 ; 4 ; Rb-88
1218.3 ; 0.3 ; 0.053 ; 0.006 ; g ; Sr-88 ; 13 ; 6 ; Rb-88
1257.5 ; 0.3 ; 0.011 ; 0.005 ; g ; Sr-88 ; 11 ; 4 ; Rb-88
1366.7 ; 0.2 ; 0.100 ; 0.015 ; g ; Sr-88 ; 13 ; 4 ; Rb-88
1382.5 ; 0.1 ; 0.78 ; 0.05 ; g ; Sr-88 ; 3 ; 1 ; Rb-88
1666.65 ; 0.20 ; 0.034 ; 0.010 ; g ; Sr-88 ; -1 ; 18 ; Rb-88
1679.7 ; 0.2 ; 0.047 ; 0.010 ; g ; Sr-88 ; 9 ; 2 ; Rb-88
1779.83 ; 0.05 ; 0.22 ; 0.02 ; g ; Sr-88 ; 10 ; 2 ; Rb-88
1798.8 ; 0.2 ; 0.069 ; 0.010 ; g ; Sr-88 ; 6 ; 1 ; Rb-88
1836.052 ; 0.013 ; 22.4 ; 0.8 ; g ; Sr-88 ; 1 ; 0 ; Rb-88
2111.25 ; 0.09 ; 0.13 ; 0.02 ; g ; Sr-88 ; 12 ; 2 ; Rb-88
2118.85 ; 0.06 ; 0.45 ; 0.05 ; g ; Sr-88 ; 13 ; 2 ; Rb-88
2388.0 ; 0.6 ; 0.029 ; 0.010 ; g ; Sr-88 ; 8 ; 1 ; Rb-88
2577.73 ; 0.05 ; 0.21 ; 0.03 ; g ; Sr-88 ; 9 ; 1 ; Rb-88
2677.86 ; 0.04 ; 2.05 ; 0.10 ; g ; Sr-88 ; 10 ; 1 ; Rb-88
2734.068 ; 0.014 ; 0.11 ; 0.01 ; g ; Sr-88 ; 2 ; 0 ; Rb-88
3009.4 ; 0.1 ; 0.26 ; 0.02 ; g ; Sr-88 ; 12 ; 1 ; Rb-88
3017.18 ; 0.20 ; 0.0044 ; 0.0025 ; g ; Sr-88 ; 13 ; 1 ; Rb-88
3218.50 ; 0.08 ; 0.22 ; 0.02 ; g ; Sr-88 ; 3 ; 0 ; Rb-88
3486.50 ; 0.08 ; 0.14 ; 0.01 ; g ; Sr-88 ; 4 ; 0 ; Rb-88
3523.97 ; 0.06 ; 0.0067 ; 0.0025 ; g ; Sr-88 ; 5 ; 0 ; Rb-88
4036 ; 1 ; 0.011 ; 0.002 ; g ; Sr-88 ; 7 ; 0 ; Rb-88
4742.9 ; 0.3 ; 0.15 ; 0.01 ; g ; Sr-88 ; 11 ; 0 ; Rb-88
4853.2 ; 0.3 ; 0.0094 ; 0.0017 ; g ; Sr-88 ; 13 ; 0 ; Rb-88
==================================================================================================================
