Nuclide ; Ge-77 
Element ; Germanium
Z ; 32
Daughter(s) ; (B-) ; As-77 ; 100
Q- ; 2703.5
Half-life (h) ; 11.30 ; 0.01
Half-life (s) ; 40.680E3 ; 0.036E3
Decay constant (1/s) ; 17.039E-6 ; 0.015E-6
Specific activity (Bq/g) ; 133.26E15 ; 0.12E15
Reference ; NDS 81 - 1999
Gamma emissions (161 lines) sorted by decreasing intensity
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
1124.99 ; 0.05 ; 0.118 ; 0.003 ; g ; As-77 ; -1 ; 100 ; 
705.24 ; 0.08 ; 0.1067 ; 0.0024 ; g ; As-77 ; -1 ; 51 ; 
996.55 ; 0.05 ; 0.105 ; 0.002 ; g ; As-77 ; -1 ; 91 ; 
1114.80 ; 0.05 ; 0.103 ; 0.004 ; g ; As-77 ; -1 ; 99 ; 
985.73 ; 0.06 ; 0.0986 ; 0.0024 ; g ; As-77 ; -1 ; 90 ; 
788.92 ; 0.08 ; 0.097 ; 0.003 ; g ; As-77 ; -1 ; 62 ; 
399.01 ; 0.05 ; 0.096 ; 0.004 ; g ; As-77 ; -1 ; 18 ; 
685.37 ; 0.20 ; 0.092 ; 0.010 ; g ; As-77 ; -1 ; 49 ; 
1201.43 ; 0.10 ; 0.081 ; 0.002 ; g ; As-77 ; -1 ; 107 ; 
569.22 ; 0.12 ; 0.0787 ; 0.0018 ; g ; As-77 ; -1 ; 33 ; 
921.04 ; 0.09 ; 0.0711 ; 0.0018 ; g ; As-77 ; -1 ; 79 ; 
503.94 ; 0.06 ; 0.0701 ; 0.0018 ; g ; As-77 ; -1 ; 27 ; 
959.24 ; 0.05 ; 0.0701 ; 0.0018 ; g ; As-77 ; -1 ; 87 ; 
1339.19 ; 0.05 ; 0.0685 ; 0.0018 ; g ; As-77 ; -1 ; 120 ; 
610.96 ; 0.12 ; 0.0614 ; 0.0018 ; g ; As-77 ; -1 ; 35 ; 
945.73 ; 0.20 ; 0.0614 ; 0.0024 ; g ; As-77 ; -1 ; 86 ; 
2037.76 ; 0.05 ; 0.061 ; 0.004 ; g ; As-77 ; -1 ; 160 ; 
1465.75 ; 0.20 ; 0.06 ; 0.06 ; g ; As-77 ; -1 ; 128 ; 
1569.39 ; 0.10 ; 0.0571 ; 0.0023 ; g ; As-77 ; -1 ; 137 ; 
1722.16 ; 0.05 ; 0.0512 ; 0.0012 ; g ; As-77 ; -1 ; 144 ; 
1164.65 ; 0.12 ; 0.0501 ; 0.0012 ; g ; As-77 ; -1 ; 104 ; 
1792.63 ; 0.22 ; 0.0480 ; 0.0017 ; g ; As-77 ; -1 ; 149 ; 
798.80 ; 0.08 ; 0.0480 ; 0.0012 ; g ; As-77 ; -1 ; 64 ; 
1528.20 ; 0.05 ; 0.0464 ; 0.0012 ; g ; As-77 ; -1 ; 134 ; 
531.3 ; 0.3 ; 0.0464 ; 0.0012 ; g ; As-77 ; -1 ; 29 ; 
557 ; 1 ; 0.0431 ; 0.0004 ; g ; As-77 ; -1 ; 31 ; 
825.4 ; 0.8 ; 0.043 ; 0.011 ; g ; As-77 ; -1 ; 69 ; 
638.97 ; 0.18 ; 0.0404 ; 0.0012 ; g ; As-77 ; -1 ; 41 ; 
966.4 ; 1.0 ; 0.04 ; 0.01 ; g ; As-77 ; -1 ; 88 ; 
680.36 ; 0.12 ; 0.0388 ; 0.0012 ; g ; As-77 ; -1 ; 47 ; 
1326.05 ; 0.08 ; 0.0383 ; 0.0012 ; g ; As-77 ; -1 ; 119 ; 
1810.20 ; 0.18 ; 0.038 ; 0.006 ; g ; As-77 ; -1 ; 150 ; 
150.6 ; 1.5 ; 0.038 ; 0.011 ; g ; As-77 ; -1 ; 0 ; 
1186.52 ; 0.10 ; 0.0372 ; 0.0012 ; g ; As-77 ; -1 ; 105 ; 
1454.75 ; 0.15 ; 0.037 ; 0.001 ; g ; As-77 ; -1 ; 127 ; 
1878.6 ; 0.7 ; 0.0367 ; 0.0012 ; g ; As-77 ; -1 ; 154 ; 
1104.23 ; 0.07 ; 0.0340 ; 0.0012 ; g ; As-77 ; -1 ; 98 ; 
1052.54 ; 0.15 ; 0.0313 ; 0.0012 ; g ; As-77 ; -1 ; 94 ; 
857.62 ; 0.10 ; 0.0307 ; 0.0012 ; g ; As-77 ; -1 ; 71 ; 
660.06 ; 0.10 ; 0.0307 ; 0.0012 ; g ; As-77 ; -1 ; 43 ; 
1358.74 ; 0.21 ; 0.029 ; 0.001 ; g ; As-77 ; -1 ; 122 ; 
802.84 ; 0.23 ; 0.0280 ; 0.0011 ; g ; As-77 ; -1 ; 65 ; 
1234.55 ; 0.11 ; 0.028 ; 0.001 ; g ; As-77 ; -1 ; 109 ; 
1831.23 ; 0.15 ; 0.0275 ; 0.0011 ; g ; As-77 ; -1 ; 152 ; 
1134.77 ; 0.10 ; 0.027 ; 0.001 ; g ; As-77 ; -1 ; 101 ; 
970.1 ; 0.1 ; 0.027 ; 0.008 ; g ; As-77 ; -1 ; 89 ; 
325.6 ; 1.5 ; 0.027 ; 0.008 ; g ; As-77 ; -1 ; 13 ; 
1929.41 ; 0.11 ; 0.0264 ; 0.0011 ; g ; As-77 ; -1 ; 157 ; 
1911.91 ; 0.11 ; 0.0237 ; 0.0011 ; g ; As-77 ; -1 ; 156 ; 
2328.04 ; 0.22 ; 0.0221 ; 0.0011 ; g ; As-77 ; -1 ; 166 ; 
1642.6 ; 0.4 ; 0.0210 ; 0.0017 ; g ; As-77 ; -1 ; 141 ; 
730.4 ; 0.4 ; 0.0205 ; 0.0011 ; g ; As-77 ; -1 ; 54 ; 
313.30 ; 0.17 ; 0.0205 ; 0.0006 ; g ; As-77 ; -1 ; 12 ; 
1155.37 ; 0.17 ; 0.0194 ; 0.0011 ; g ; As-77 ; -1 ; 103 ; 
2248.12 ; 0.14 ; 0.0178 ; 0.0022 ; g ; As-77 ; -1 ; 164 ; 
444.42 ; 0.17 ; 0.0172 ; 0.0006 ; g ; As-77 ; -1 ; 23 ; 
350.10 ; 0.15 ; 0.0167 ; 0.0011 ; g ; As-77 ; -1 ; 16 ; 
1323.32 ; 0.10 ; 0.0162 ; 0.0006 ; g ; As-77 ; -1 ; 118 ; 
884.17 ; 0.16 ; 0.0156 ; 0.0006 ; g ; As-77 ; -1 ; 73 ; 
775.8 ; 0.3 ; 0.0151 ; 0.0006 ; g ; As-77 ; -1 ; 59 ; 
1354.31 ; 0.19 ; 0.0146 ; 0.0006 ; g ; As-77 ; -1 ; 121 ; 
889.23 ; 0.19 ; 0.0140 ; 0.0006 ; g ; As-77 ; -1 ; 74 ; 
1007.47 ; 0.20 ; 0.0135 ; 0.0006 ; g ; As-77 ; -1 ; 92 ; 
1881.47 ; 0.20 ; 0.0129 ; 0.0017 ; g ; As-77 ; -1 ; 155 ; 
1557.03 ; 0.17 ; 0.0124 ; 0.0006 ; g ; As-77 ; -1 ; 136 ; 
655.28 ; 0.23 ; 0.0124 ; 0.0006 ; g ; As-77 ; -1 ; 42 ; 
430.60 ; 0.21 ; 0.0102 ; 0.0006 ; g ; As-77 ; -1 ; 21 ; 
1829.03 ; 0.22 ; 0.010 ; 0.003 ; g ; As-77 ; -1 ; 151 ; 
1735.66 ; 0.07 ; 0.0092 ; 0.0006 ; g ; As-77 ; -1 ; 146 ; 
470 ; 1 ; 0.0081 ; 0.0006 ; g ; As-77 ; -1 ; 25 ; 
1948.62 ; 0.23 ; 0.0081 ; 0.0011 ; g ; As-77 ; -1 ; 158 ; 
1784.40 ; 0.13 ; 0.0075 ; 0.0006 ; g ; As-77 ; -1 ; 148 ; 
1397.3 ; 0.3 ; 0.0075 ; 0.0006 ; g ; As-77 ; -1 ; 125 ; 
1385.78 ; 0.21 ; 0.0075 ; 0.0006 ; g ; As-77 ; -1 ; 124 ; 
2280.0 ; 0.6 ; 0.0075 ; 0.0011 ; g ; As-77 ; -1 ; 165 ; 
1639.5 ; 0.6 ; 0.0065 ; 0.0017 ; g ; As-77 ; -1 ; 140 ; 
1759.6 ; 0.3 ; 0.006 ; 0.004 ; g ; As-77 ; -1 ; 147 ; 
1021.9 ; 0.5 ; 0.0059 ; 0.0006 ; g ; As-77 ; -1 ; 93 ; 
1624.13 ; 0.14 ; 0.0054 ; 0.0011 ; g ; As-77 ; -1 ; 139 ; 
665.4 ; 0.7 ; 0.0049 ; 0.0006 ; g ; As-77 ; -1 ; 44 ; 
2353.4 ; 0.7 ; 0.0049 ; 0.0006 ; g ; As-77 ; -1 ; 168 ; 
534.99 ; 0.14 ; 0.0011 ; 0.0006 ; g ; As-77 ; -1 ; 30 ; 
==================================================================================================================
