Nuclide ; Eu-150 
Element ; Europium
Z ; 63
Daughter(s) ; (EC) ; Sm-150 ; 100
Q+ ; 2261
Half-life (a) ; 36.9 ; 0.9
Half-life (s) ; 1.164E9 ; 0.028E9
Decay constant (1/s) ; 595E-12 ; 15E-12
Specific activity (Bq/g) ; 2.39E12 ; 0.06E12
Reference ; NDS 75 - 2000
Emissions (120 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
509.84 ; 0.05 ; 0.14 ; 0.10 ; g ; Sm-150 ;  ;  ; 
515.792 ; 0.005 ; 0.99 ; 0.04 ; g ; Sm-150 ; -1 ; 44 ; 
520.085 ; 0.019 ; 0.461 ; 0.018 ; g ; Sm-150 ; -1 ; 45 ; 
540.55 ; 0.06 ; 0.086 ; 0.008 ; g ; Sm-150 ; -1 ; 46 ; 
542.97 ; 0.03 ; 0.134 ; 0.008 ; g ; Sm-150 ; -1 ; 47 ; 
553.2 ; 0.1 ; 0.033 ; 0.007 ; g ; Sm-150 ; -1 ; 48 ; 
571.259 ; 0.015 ; 0.42 ; 0.31 ; g ; Sm-150 ;  ;  ; 
575.51 ; 0.08 ; 0.031 ; 0.008 ; g ; Sm-150 ; -1 ; 51 ; 
584.274 ; 0.012 ; 52.6 ; 2.2 ; g ; Sm-150 ; -1 ; 52 ; 
590.71 ; 0.11 ; 0.032 ; 0.005 ; g ; Sm-150 ; -1 ; 53 ; 
596.53 ; 0.04 ; 0.074 ; 0.016 ; g ; Sm-150 ;  ;  ; 
607.32 ; 0.03 ; 0.167 ; 0.007 ; g ; Sm-150 ; -1 ; 56 ; 
612.69 ; 0.03 ; 0.15 ; 0.09 ; g ; Sm-150 ;  ;  ; 
615.16 ; 0.04 ; 0.081 ; 0.005 ; g ; Sm-150 ; -1 ; 60 ; 
625.568 ; 0.020 ; 0.310 ; 0.012 ; g ; Sm-150 ; -1 ; 61 ; 
637.826 ; 0.024 ; 0.022 ; 0.016 ; g ; Sm-150 ;  ;  ; 
658.28 ; 0.06 ; 0.053 ; 0.005 ; g ; Sm-150 ; -1 ; 64 ; 
662.66 ; 0.15 ; 0.015 ; 0.004 ; g ; Sm-150 ; -1 ; 65 ; 
667.05 ; 0.03 ; 0.39 ; 0.24 ; g ; Sm-150 ;  ;  ; 
675.86 ; 0.03 ; 0.509 ; 0.019 ; g ; Sm-150 ; -1 ; 69 ; 
676.8 ;  ; 0.01 ; 0.01 ; g ; Sm-150 ; -1 ; 70 ; 
699.5 ; 0.3 ; 0.006 ; 0.004 ; g ; Sm-150 ; -1 ; 71 ; 
712.205 ; 0.015 ; 1.08 ; 0.05 ; g ; Sm-150 ; -1 ; 72 ; 
731.220 ; 0.024 ; 0.336 ; 0.015 ; g ; Sm-150 ; -1 ; 73 ; 
737.455 ; 0.015 ; 9.6 ; 0.4 ; g ; Sm-150 ; -1 ; 74 ; 
741.467 ; 0.017 ; 0.85 ; 0.03 ; g ; Sm-150 ; -1 ; 75 ; 
748.057 ; 0.012 ; 5.18 ; 0.19 ; g ; Sm-150 ; -1 ; 76 ; 
749.80 ; 0.03 ; 0.672 ; 0.023 ; g ; Sm-150 ; -1 ; 77 ; 
751.068 ; 0.014 ; 2.14 ; 0.09 ; g ; Sm-150 ; -1 ; 78 ; 
756.51 ; 0.03 ; 0.113 ; 0.008 ; g ; Sm-150 ; -1 ; 79 ; 
759.57 ; 0.09 ; 0.077 ; 0.008 ; g ; Sm-150 ; -1 ; 80 ; 
762.03 ; 0.09 ; 0.028 ; 0.005 ; g ; Sm-150 ; -1 ; 81 ; 
773.283 ; 0.015 ; 0.605 ; 0.022 ; g ; Sm-150 ; -1 ; 82 ; 
777 ;  ; 0.007 ; 0.003 ; g ; Sm-150 ; -1 ; 83 ; 
788 ;  ; 0.004 ; 0.003 ; g ; Sm-150 ; -1 ; 84 ; 
816.44 ; 0.08 ; 0.049 ; 0.005 ; g ; Sm-150 ; -1 ; 85 ; 
828.562 ; 0.014 ; 0.59 ; 0.03 ; g ; Sm-150 ; -1 ; 86 ; 
830.816 ; 0.021 ; 0.532 ; 0.021 ; g ; Sm-150 ; -1 ; 87 ; 
831.92 ; 0.25 ; 0.067 ; 0.020 ; g ; Sm-150 ; -1 ; 88 ; 
836.58 ; 0.03 ; 0.307 ; 0.014 ; g ; Sm-150 ; -1 ; 89 ; 
838.40 ; 0.08 ; 0.058 ; 0.010 ; g ; Sm-150 ; -1 ; 90 ; 
859.867 ; 0.018 ; 0.586 ; 0.021 ; g ; Sm-150 ; -1 ; 91 ; 
869.256 ; 0.014 ; 1.85 ; 0.07 ; g ; Sm-150 ; -1 ; 92 ; 
899.071 ; 0.015 ; 0.94 ; 0.03 ; g ; Sm-150 ; -1 ; 93 ; 
910.88 ; 0.04 ; 0.086 ; 0.010 ; g ; Sm-150 ; -1 ; 94 ; 
915.28 ; 0.12 ; 0.016 ; 0.007 ; g ; Sm-150 ; -1 ; 95 ; 
923.267 ; 0.019 ; 0.32 ; 0.23 ; g ; Sm-150 ;  ;  ; 
953.20 ; 0.08 ; 0.045 ; 0.007 ; g ; Sm-150 ; -1 ; 98 ; 
978.47 ; 0.05 ; 0.020 ; 0.005 ; g ; Sm-150 ; -1 ; 99 ; 
1045.873 ; 0.012 ; 1.0 ; 0.7 ; g ; Sm-150 ;  ;  ; 
1046.12 ; 0.08 ; 0.088 ; 0.012 ; g ; Sm-150 ; -1 ; 102 ; 
1049.04 ; 0.03 ; 5.4 ; 0.3 ; g ; Sm-150 ; -1 ; 103 ; 
1071.00 ; 0.03 ; 0.144 ; 0.011 ; g ; Sm-150 ; -1 ; 104 ; 
1081.46 ; 0.08 ; 0.029 ; 0.010 ; g ; Sm-150 ; -1 ; 105 ; 
1083.34 ; 0.03 ; 0.163 ; 0.011 ; g ; Sm-150 ; -1 ; 106 ; 
1115.4 ; 0.3 ; 0.015 ; 0.006 ; g ; Sm-150 ; -1 ; 107 ; 
1122.855 ; 0.015 ; 0.336 ; 0.015 ; g ; Sm-150 ; -1 ; 108 ; 
1165.74 ; 0.03 ; 0.106 ; 0.011 ; g ; Sm-150 ; -1 ; 109 ; 
1170.587 ; 0.024 ; 1.33 ; 0.05 ; g ; Sm-150 ; -1 ; 110 ; 
1193.826 ; 0.024 ; 0.80 ; 0.04 ; g ; Sm-150 ; -1 ; 111 ; 
1197.108 ; 0.024 ; 1.13 ; 0.06 ; g ; Sm-150 ; -1 ; 112 ; 
1209.46 ; 0.19 ; 0.0034 ; 0.0017 ; g ; Sm-150 ; -1 ; 113 ; 
1246.968 ; 0.024 ; 1.91 ; 0.08 ; g ; Sm-150 ; -1 ; 114 ; 
1251.25 ; 0.03 ; 0.163 ; 0.011 ; g ; Sm-150 ; -1 ; 115 ; 
1261.98 ; 0.03 ; 0.461 ; 0.018 ; g ; Sm-150 ; -1 ; 116 ; 
1308.675 ; 0.023 ; 0.89 ; 0.04 ; g ; Sm-150 ; -1 ; 117 ; 
1321.91 ; 0.03 ; 0.173 ; 0.011 ; g ; Sm-150 ; -1 ; 118 ; 
1334.06 ; 0.03 ; 0.413 ; 0.016 ; g ; Sm-150 ; -1 ; 119 ; 
1343.777 ; 0.022 ; 2.59 ; 0.11 ; g ; Sm-150 ; -1 ; 120 ; 
1346.40 ; 0.07 ; 0.029 ; 0.007 ; g ; Sm-150 ; -1 ; 121 ; 
1350.29 ; 0.03 ; 0.173 ; 0.011 ; g ; Sm-150 ; -1 ; 122 ; 
1379.12 ; 0.06 ; 0.044 ; 0.031 ; g ; Sm-150 ;  ;  ; 
1420 ;  ; 0.007 ; 0.003 ; g ; Sm-150 ; -1 ; 125 ; 
1485.49 ; 0.03 ; 1.9 ; 0.1 ; g ; Sm-150 ; -1 ; 126 ; 
1499.35 ; 0.10 ; 0.0394 ; 0.0023 ; g ; Sm-150 ; -1 ; 127 ; 
1636.53 ; 0.03 ; 0.720 ; 0.025 ; g ; Sm-150 ; -1 ; 128 ; 
1690.668 ; 0.017 ; 0.15 ; 0.05 ; g ; Sm-150 ; -1 ; 129 ; 
1783.19 ; 0.05 ; 0.103 ; 0.005 ; g ; Sm-150 ; -1 ; 130 ; 
1818.52 ; 0.08 ; 0.0038 ; 0.0005 ; g ; Sm-150 ; -1 ; 131 ; 
1833.30 ; 0.15 ; 0.0026 ; 0.0005 ; g ; Sm-150 ; -1 ; 132 ; 
==================================================================================================================
