Nuclide ; Te-133 
Element ; Tellurium
Z ; 52
Daughter(s) ; (B-) ; I-133 ; 100
Q- ; 2920
Possible parent(s) ; (I.T.) ; Te-133m ; 17.5
Half-life (min) ; 12.45 ; 0.30
Half-life (s) ; 747 ; 18
Decay constant (1/s) ; 928E-6 ; 22E-6
Specific activity (Bq/g) ; 4.20E18 ; 0.10E18
Reference ; CEA/LNE-LNHB - 1998
Gamma emissions (207 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
507.3 ; 0.1 ; 0.14 ; 0.02 ; g ; I-133 ; 20 ; 13 ; 
520.10 ; 0.01 ; 0.044 ; 0.010 ; g ; I-133 ; 6 ; 2 ; 
520.4 ; 0.2 ; 0.019 ; 0.012 ; g ; I-133 ; 7 ; 3 ; 
525.84 ; 0.03 ; 0.23 ; 0.03 ; g ; I-133 ; 8 ; 3 ; 
543.5 ; 0.5 ; 0.12 ; 0.06 ; g ; I-133 ; 33 ; 20 ; 
546.29 ; 0.03 ; 0.51 ; 0.04 ; g ; I-133 ; 9 ; 3 ; 
553.7 ; 0.2 ; 0.06 ; 0.02 ; g ; I-133 ; 20 ; 12 ; 
569.6 ; 0.8 ; 0.06 ; 0.02 ; g ; I-133 ; -1 ; 41 ; 
572 ; 1 ; 0.025 ; 0.015 ; g ; I-133 ; 31 ; 14 ; 
586.71 ; 0.04 ; 0.62 ; 0.02 ; g ; I-133 ; 10 ; 3 ; 
587.6 ; 0.4 ; 0.10 ; 0.02 ; g ; I-133 ; 7 ; 2 ; 
593.0 ; 0.2 ; 0.17 ; 0.03 ; g ; I-133 ; 8 ; 2 ; 
613.52 ; 0.03 ; 0.32 ; 0.04 ; g ; I-133 ; 9 ; 2 ; 
620 ; 1 ; 0.03 ; 0.01 ; g ; I-133 ; 32 ; 15 ; 
635.8 ; 0.2 ; 0.07 ; 0.03 ; g ; I-133 ; -1 ; 48 ; 
645.6 ; 0.1 ; 0.39 ; 0.04 ; g ; I-133 ; 19 ; 11 ; 
653.98 ; 0.08 ; 0.31 ; 0.03 ; g ; I-133 ; 10 ; 2 ; 
667 ; 1 ; 0.18 ; 0.06 ; g ; I-133 ; 15 ; 10 ; 
679.8 ; 0.7 ; 0.06 ; 0.03 ; g ; I-133 ; 16 ; 10 ; 
690.8 ; 0.1 ; 0.14 ; 0.03 ; g ; I-133 ; 21 ; 11 ; 
696 ; 1 ; 0.08 ; 0.04 ; g ; I-133 ; -1 ; 54 ; 
702 ; 1 ; 0.04 ; 0.03 ; g ; I-133 ; 22 ; 11 ; 
712.6 ; 0.5 ; 0.19 ; 0.06 ; g ; I-133 ; 14 ; 8 ; 
717.8 ; 0.2 ; 0.11 ; 0.05 ; g ; I-133 ; 14 ; 7 ; 
719.71 ; 0.02 ; 8.85 ; 0.40 ; g ; I-133 ; 2 ; 0 ; 
720.3 ; 0.5 ; 0.12 ; 0.06 ; g ; I-133 ; 16 ; 9 ; 
722 ; 1 ; 0.019 ; 0.012 ; g ; I-133 ; 25 ; 12 ; 
727 ; 1 ; 0.04 ; 0.02 ; g ; I-133 ; 15 ; 8 ; 
740.8 ; 0.2 ; 0.19 ; 0.04 ; g ; I-133 ; 16 ; 8 ; 
743.0 ; 0.2 ; 0.31 ; 0.06 ; g ; I-133 ; 33 ; 14 ; 
745.8 ; 0.2 ; 0.11 ; 0.03 ; g ; I-133 ; 16 ; 7 ; 
762.8 ; 0.2 ; 0.125 ; 0.030 ; g ; I-133 ; 17 ; 10 ; 
778.0 ; 0.3 ; 0.20 ; 0.06 ; g ; I-133 ; 11 ; 3 ; 
786.93 ; 0.02 ; 5.4 ; 0.1 ; g ; I-133 ; 3 ; 0 ; 
802.9 ; 0.3 ; 0.06 ; 0.02 ; g ; I-133 ; 13 ; 5 ; 
803.3 ; 0.3 ; 0.13 ; 0.02 ; g ; I-133 ; 17 ; 9 ; 
813.4 ; 0.2 ; 0.12 ; 0.03 ; g ; I-133 ; 16 ; 6 ; 
823.9 ; 0.5 ; 0.080 ; 0.025 ; g ; I-133 ; 17 ; 8 ; 
829.2 ; 0.3 ; 0.095 ; 0.025 ; g ; I-133 ; 17 ; 7 ; 
844.36 ; 0.01 ; 3.3 ; 0.1 ; g ; I-133 ; 11 ; 2 ; 
851.37 ; 0.07 ; 0.31 ; 0.03 ; g ; I-133 ; 20 ; 10 ; 
854.2 ; 0.9 ; 0.06 ; 0.03 ; g ; I-133 ; 29 ; 12 ; 
860.2 ; 0.7 ; 0.06 ; 0.03 ; g ; I-133 ; 18 ; 9 ; 
880.7 ; 0.1 ; 0.06 ; 0.03 ; g ; I-133 ; 18 ; 8 ; 
884.29 ; 0.03 ; 0.72 ; 0.07 ; g ; I-133 ; 12 ; 3 ; 
886.0 ; 0.4 ; 0.044 ; 0.025 ; g ; I-133 ; 18 ; 7 ; 
888.9 ; 0.4 ; 0.03 ; 0.02 ; g ; I-133 ; -1 ; 80 ; 
896.7 ; 0.2 ; 0.050 ; 0.015 ; g ; I-133 ; 17 ; 6 ; 
902.5 ; 0.1 ; 0.19 ; 0.03 ; g ; I-133 ; 19 ; 7 ; 
910.0 ; 0.7 ; 0.12 ; 0.06 ; g ; I-133 ; 23 ; 10 ; 
912.3 ; 0.6 ; 0.06 ; 0.02 ; g ; I-133 ; 20 ; 8 ; 
912.671 ; 0.004 ; 0.06 ; 0.04 ; g ; I-133 ; 4 ; 0 ; 
914.774 ; 0.012 ; 0.68 ; 0.12 ; g ; I-133 ; 5 ; 0 ; 
922 ; 1 ; 0.12 ; 0.06 ; g ; I-133 ; 21 ; 9 ; 
926 ; 1 ; 0.19 ; 0.06 ; g ; I-133 ; -1 ; 88 ; 
927.75 ; 0.03 ; 0.50 ; 0.07 ; g ; I-133 ; 6 ; 1 ; 
928 ; 1 ; 0.12 ; 0.06 ; g ; I-133 ; 28 ; 11 ; 
930.71 ; 0.01 ; 3.8 ; 0.2 ; g ; I-133 ; 13 ; 3 ; 
934 ; 1 ; 0.12 ; 0.06 ; g ; I-133 ; 22 ; 9 ; 
942.2 ; 0.2 ; 0.31 ; 0.07 ; g ; I-133 ; 21 ; 8 ; 
943 ; 1 ; 0.06 ; 0.04 ; g ; I-133 ; 32 ; 13 ; 
951.51 ; 0.07 ; 0.23 ; 0.03 ; g ; I-133 ; 12 ; 2 ; 
971 ; 1 ; 0.05 ; 0.03 ; g ; I-133 ; 23 ; 8 ; 
978 ; 1 ; 0.12 ; 0.06 ; g ; I-133 ; 30 ; 11 ; 
995.09 ; 0.02 ; 0.69 ; 0.06 ; g ; I-133 ; 7 ; 1 ; 
997.66 ; 0.01 ; 1.03 ; 0.05 ; g ; I-133 ; 13 ; 2 ; 
1000.72 ; 0.01 ; 3.62 ; 0.10 ; g ; I-133 ; 8 ; 1 ; 
1015.3 ; 0.3 ; 0.12 ; 0.05 ; g ; I-133 ; 21 ; 6 ; 
1021.13 ; 0.08 ; 2.81 ; 0.09 ; g ; I-133 ; 9 ; 1 ; 
1026.8 ; 0.2 ; 0.055 ; 0.020 ; g ; I-133 ; 22 ; 6 ; 
1051.1 ; 0.3 ; 0.05 ; 0.02 ; g ; I-133 ; 24 ; 8 ; 
1061.61 ; 0.01 ; 1.20 ; 0.15 ; g ; I-133 ; 10 ; 1 ; 
1109.2 ; 0.2 ; 0.12 ; 0.06 ; g ; I-133 ; 26 ; 7 ; 
1123.9 ; 0.3 ; 0.06 ; 0.05 ; g ; I-133 ; 24 ; 6 ; 
1137 ; 1 ; 0.12 ; 0.06 ; g ; I-133 ; 34 ; 12 ; 
1156.3 ; 0.3 ; 0.070 ; 0.025 ; g ; I-133 ; -1 ; 109 ; 
1208.5 ; 0.3 ; 0.16 ; 0.04 ; g ; I-133 ; 30 ; 9 ; 
1221.7 ; 0.3 ; 0.019 ; 0.006 ; g ; I-133 ; 17 ; 5 ; 
1224 ; 1 ; 0.006 ; 0.003 ; g ; I-133 ; 31 ; 10 ; 
1227.7 ; 0.4 ; 0.11 ; 0.02 ; g ; I-133 ; 27 ; 6 ; 
1238.5 ; 0.5 ; 0.12 ; 0.06 ; g ; I-133 ; 14 ; 3 ; 
1239.9 ; 0.3 ; 0.21 ; 0.05 ; g ; I-133 ; 6 ; 0 ; 
1243.9 ; 0.2 ; 0.075 ; 0.025 ; g ; I-133 ; 34 ; 11 ; 
1252.08 ; 0.02 ; 1.435 ; 0.015 ; g ; I-133 ; 11 ; 1 ; 
1254.2 ; 0.5 ; 0.019 ; 0.007 ; g ; I-133 ; 15 ; 3 ; 
1266.58 ; 0.05 ; 0.19 ; 0.03 ; g ; I-133 ; 16 ; 3 ; 
1285 ; 1 ; 0.025 ; 0.013 ; g ; I-133 ; 31 ; 8 ; 
1286 ; 1 ; 0.025 ; 0.013 ; g ; I-133 ; 29 ; 6 ; 
1290 ; 1 ; 0.018 ; 0.013 ; g ; I-133 ; 31 ; 7 ; 
1294.0 ; 0.2 ; 0.13 ; 0.03 ; g ; I-133 ; -1 ; 123 ; 
1302 ; 1 ; 0.044 ; 0.025 ; g ; I-133 ; 30 ; 6 ; 
1306.0 ; 0.6 ; 0.27 ; 0.03 ; g ; I-133 ; 14 ; 2 ; 
1307.2 ; 0.2 ; 0.53 ; 0.03 ; g ; I-133 ; 7 ; 0 ; 
1310.4 ; 1.2 ; 0.14 ; 0.01 ; g ; I-133 ; 20 ; 5 ; 
1312.80 ; 0.13 ; 0.85 ; 0.05 ; g ; I-133 ; 8 ; 0 ; 
1320.4 ; 0.6 ; 0.02 ; 0.01 ; g ; I-133 ; 15 ; 2 ; 
1333.21 ; 0.02 ; 10.70 ; 0.15 ; g ; I-133 ; 9 ; 0 ; 
1333.7 ; 0.5 ; 0.08 ; 0.03 ; g ; I-133 ; 16 ; 2 ; 
1349.63 ; 0.13 ; 0.10 ; 0.03 ; g ; I-133 ; 17 ; 3 ; 
1359.45 ; 0.07 ; 0.09 ; 0.02 ; g ; I-133 ; 12 ; 1 ; 
1371.7 ; 0.5 ; 0.009 ; 0.004 ; g ; I-133 ; -1 ; 134 ; 
1405.5 ; 0.5 ; 0.59 ; 0.05 ; g ; I-133 ; 13 ; 1 ; 
1416.90 ; 0.07 ; 0.13 ; 0.02 ; g ; I-133 ; 17 ; 2 ; 
1438 ; 1 ; 0.006 ; 0.006 ; g ; I-133 ; 20 ; 3 ; 
1455.24 ; 0.07 ; 0.15 ; 0.05 ; g ; I-133 ; 33 ; 8 ; 
1468.2 ; 0.6 ; 0.05 ; 0.03 ; g ; I-133 ; 21 ; 3 ; 
1473.74 ; 0.08 ; 0.32 ; 0.03 ; g ; I-133 ; 18 ; 2 ; 
1489.88 ; 0.14 ; 0.12 ; 0.02 ; g ; I-133 ; 19 ; 2 ; 
1493 ; 1 ; 0.025 ; 0.012 ; g ; I-133 ; 36 ; 10 ; 
1502.8 ; 0.5 ; 0.031 ; 0.025 ; g ; I-133 ; 26 ; 5 ; 
1505.2 ; 0.3 ; 0.07 ; 0.03 ; g ; I-133 ; 20 ; 2 ; 
1535.1 ; 0.1 ; 0.21 ; 0.03 ; g ; I-133 ; 21 ; 2 ; 
1564.0 ; 0.2 ; 0.07 ; 0.02 ; g ; I-133 ; 23 ; 2 ; 
1630.1 ; 0.3 ; 0.025 ; 0.012 ; g ; I-133 ; 26 ; 3 ; 
1633.7 ; 0.2 ; 0.07 ; 0.02 ; g ; I-133 ; -1 ; 148 ; 
1671.19 ; 0.07 ; 0.16 ; 0.02 ; g ; I-133 ; 12 ; 0 ; 
1680 ; 1 ; 0.09 ; 0.05 ; g ; I-133 ; 27 ; 3 ; 
1682.9 ; 0.2 ; 0.14 ; 0.02 ; g ; I-133 ; 31 ; 5 ; 
1697.3 ; 0.2 ; 0.062 ; 0.025 ; g ; I-133 ; 26 ; 2 ; 
1706 ; 1 ; 0.06 ; 0.03 ; g ; I-133 ; 28 ; 3 ; 
1713.0 ; 0.5 ; 0.37 ; 0.07 ; g ; I-133 ; 14 ; 1 ; 
1717.61 ; 0.01 ; 3.18 ; 0.15 ; g ; I-133 ; 13 ; 0 ; 
1722 ; 1 ; 0.081 ; 0.004 ; g ; I-133 ; -1 ; 156 ; 
1738 ; 2 ; 0.05 ; 0.03 ; g ; I-133 ; 29 ; 3 ; 
1741.57 ; 0.08 ; 0.14 ; 0.01 ; g ; I-133 ; 16 ; 1 ; 
1754.9 ; 0.2 ; 0.044 ; 0.007 ; g ; I-133 ; 30 ; 3 ; 
1773.27 ; 0.07 ; 0.13 ; 0.04 ; g ; I-133 ; 28 ; 2 ; 
1806.9 ; 0.1 ; 0.255 ; 0.030 ; g ; I-133 ; 29 ; 2 ; 
1821.7 ; 0.2 ; 0.22 ; 0.03 ; g ; I-133 ; 30 ; 2 ; 
1824.25 ; 0.03 ; 0.40 ; 0.03 ; g ; I-133 ; 17 ; 1 ; 
1881.52 ; 0.04 ; 1.22 ; 0.06 ; g ; I-133 ; 18 ; 1 ; 
1893.2 ; 0.3 ; 0.06 ; 0.02 ; g ; I-133 ; -1 ; 165 ; 
1897.59 ; 0.07 ; 0.11 ; 0.01 ; g ; I-133 ; 19 ; 1 ; 
1912.91 ; 0.06 ; 0.12 ; 0.01 ; g ; I-133 ; 20 ; 1 ; 
1938 ; 1 ; 0.03 ; 0.01 ; g ; I-133 ; -1 ; 168 ; 
1943.8 ; 0.1 ; 0.08 ; 0.02 ; g ; I-133 ; 21 ; 1 ; 
1972 ; 2 ; 0.014 ; 0.004 ; g ; I-133 ; -1 ; 170 ; 
2025.6 ; 0.2 ; 0.08 ; 0.02 ; g ; I-133 ; 14 ; 0 ; 
2036.2 ; 0.3 ; 0.02 ; 0.01 ; g ; I-133 ; -1 ; 172 ; 
2048.5 ; 0.4 ; 0.04 ; 0.01 ; g ; I-133 ; 33 ; 2 ; 
2053.43 ; 0.08 ; 0.14 ; 0.03 ; g ; I-133 ; 16 ; 0 ; 
2079.3 ; 0.2 ; 0.09 ; 0.02 ; g ; I-133 ; 36 ; 3 ; 
2081.3 ; 0.3 ; 0.05 ; 0.02 ; g ; I-133 ; 25 ; 1 ; 
2093 ; 1 ; 0.02 ; 0.01 ; g ; I-133 ; -1 ; 177 ; 
2105.5 ; 0.2 ; 0.050 ; 0.015 ; g ; I-133 ; 26 ; 1 ; 
2105.5 ; 0.2 ; 0.050 ; 0.015 ; g ; I-133 ; 35 ; 2 ; 
2136.51 ; 0.08 ; 1.3 ; 0.1 ; g ; I-133 ; 17 ; 0 ; 
2148.3 ; 0.4 ; 0.025 ; 0.015 ; g ; I-133 ; -1 ; 180 ; 
2155 ; 1 ; 0.025 ; 0.020 ; g ; I-133 ; 27 ; 1 ; 
2180.9 ; 0.4 ; 0.03 ; 0.02 ; g ; I-133 ; 28 ; 1 ; 
2193.65 ; 0.05 ; 0.57 ; 0.06 ; g ; I-133 ; 18 ; 0 ; 
2210.22 ; 0.04 ; 0.68 ; 0.07 ; g ; I-133 ; 19 ; 0 ; 
2213.6 ; 0.1 ; 0.21 ; 0.04 ; g ; I-133 ; 29 ; 1 ; 
2225.00 ; 0.14 ; 0.22 ; 0.02 ; g ; I-133 ; 20 ; 0 ; 
2229.64 ; 0.03 ; 0.87 ; 0.08 ; g ; I-133 ; 30 ; 1 ; 
2255.4 ; 0.1 ; 0.20 ; 0.03 ; g ; I-133 ; 21 ; 0 ; 
2266.4 ; 0.1 ; 0.23 ; 0.03 ; g ; I-133 ; 22 ; 0 ; 
2285.5 ; 0.4 ; 0.009 ; 0.003 ; g ; I-133 ; 31 ; 1 ; 
2336 ; 1 ; 0.013 ; 0.005 ; g ; I-133 ; -1 ; 191 ; 
2349 ; 1 ; 0.08 ; 0.05 ; g ; I-133 ; 32 ; 1 ; 
2363 ; 1 ; 0.025 ; 0.013 ; g ; I-133 ; 24 ; 0 ; 
2393 ; 1 ; 0.012 ; 0.006 ; g ; I-133 ; 25 ; 0 ; 
2417.7 ; 0.1 ; 0.18 ; 0.06 ; g ; I-133 ; 26 ; 0 ; 
2456.20 ; 0.09 ; 0.256 ; 0.025 ; g ; I-133 ; 33 ; 1 ; 
2467.40 ; 0.07 ; 0.40 ; 0.05 ; g ; I-133 ; 27 ; 0 ; 
2485 ; 1 ; 0.019 ; 0.013 ; g ; I-133 ; -1 ; 198 ; 
2496.35 ; 0.12 ; 0.19 ; 0.03 ; g ; I-133 ; 34 ; 1 ; 
2525.5 ; 0.4 ; 0.025 ; 0.013 ; g ; I-133 ; 29 ; 0 ; 
2541.80 ; 0.07 ; 0.50 ; 0.06 ; g ; I-133 ; 30 ; 0 ; 
2554.19 ; 0.07 ; 0.35 ; 0.04 ; g ; I-133 ; 36 ; 1 ; 
2597.7 ; 0.3 ; 0.06 ; 0.02 ; g ; I-133 ; 31 ; 0 ; 
2623.8 ; 0.2 ; 0.094 ; 0.020 ; g ; I-133 ; -1 ; 204 ; 
2661.1 ; 0.4 ; 0.075 ; 0.020 ; g ; I-133 ; 32 ; 0 ; 
2825.30 ; 0.14 ; 0.15 ; 0.02 ; g ; I-133 ; 35 ; 0 ; 
==================================================================================================================
