Nuclide ; As-76 
Element ; Arsenic
Z ; 33
Daughter(s) ; (B-) ; Se-76 ; 100
Q- ; 2960.6
Half-life (d) ; 1.0778 ; 0.0020
Half-life (s) ; 93.12E3 ; 0.17E3
Decay constant (1/s) ; 7.443E-6 ; 0.014E-6
Specific activity (Bq/g) ; 58.98E15 ; 0.11E15
Reference ; NDS 42 - 1999
Gamma emissions (52 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
1453.62 ; 0.05 ; 0.108 ; 0.011 ; g ; Se-76 ; -1 ; 38 ; 
1532.8 ; 0.2 ; 0.0243 ; 0.0018 ; g ; Se-76 ; -1 ; 39 ; 
1563 ; 1 ; 0.0018 ; 0.0005 ; g ; Se-76 ; -1 ; 40 ; 
1567.9 ; 0.1 ; 0.0077 ; 0.0006 ; g ; Se-76 ; -1 ; 41 ; 
1611.2 ; 0.4 ; 0.0077 ; 0.0006 ; g ; Se-76 ; -1 ; 42 ; 
1787.66 ; 0.08 ; 0.292 ; 0.023 ; g ; Se-76 ; -1 ; 43 ; 
1805 ; 2 ; 0.0013 ; 0.0009 ; g ; Se-76 ; -1 ; 44 ; 
1870.00 ; 0.05 ; 0.054 ; 0.005 ; g ; Se-76 ; -1 ; 45 ; 
1955.7 ; 0.3 ; 0.009 ; 0.001 ; g ; Se-76 ; -1 ; 46 ; 
2096.30 ; 0.05 ; 0.55 ; 0.04 ; g ; Se-76 ; -1 ; 47 ; 
2110.80 ; 0.05 ; 0.33 ; 0.03 ; g ; Se-76 ; -1 ; 48 ; 
2127.0 ; 0.5 ; 0.0013 ; 0.0005 ; g ; Se-76 ; -1 ; 49 ; 
2429.00 ; 0.08 ; 0.032 ; 0.003 ; g ; Se-76 ; -1 ; 50 ; 
2655.30 ; 0.08 ; 0.044 ; 0.003 ; g ; Se-76 ; -1 ; 51 ; 
==================================================================================================================
