Nuclide ; Ru-106 
Element ; Ruthenium
Z ; 44
Daughter(s) ; (B-) ; Rh-106 ; 100
Q- ; 39.4
Half-life (d) ; 371.5 ; 2.1
Half-life (s) ; 32.10E6 ; 0.18E6
Decay constant (1/s) ; 21.59E-9 ; 0.12E-9
Specific activity (Bq/g) ; 122.7E12 ; 0.7E12
Reference ; NPL - 2013
Emissions (92 lines) sorted by nuclide and by increasing energy
----------------------------------------------------- Ru-106 -----------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end ; Parent
2390.6 ; 0.1 ; 0.00659 ; 0.00016 ; g ; Pd-106 ; 23 ; 1 ; Rh-106
2405.98 ; 0.08 ; 0.0145 ; 0.0004 ; g ; Pd-106 ; 24 ; 1 ; Rh-106
2439.07 ; 0.07 ; 0.00464 ; 0.00013 ; g ; Pd-106 ; 13 ; 0 ; Rh-106
2456.79 ; 0.21 ; 0.00022 ; 0.00004 ; g ; Pd-106 ; 25 ; 1 ; Rh-106
2484.63 ; 0.20 ; 0.00076 ; 0.00014 ; g ; Pd-106 ; 14 ; 0 ; Rh-106
2525.43 ; 0.17 ; 0.00011 ; 0.00003 ; g ; Pd-106 ; 26 ; 1 ; Rh-106
2542.79 ; 0.10 ; 0.00289 ; 0.00009 ; g ; Pd-106 ; 27 ; 1 ; Rh-106
2571.16 ; 0.20 ; 0.00133 ; 0.00006 ; g ; Pd-106 ; 28 ; 1 ; Rh-106
2651.39 ; 0.20 ; 0.00068 ; 0.00004 ; g ; Pd-106 ; 29 ; 1 ; Rh-106
2705.26 ; 0.08 ; 0.00248 ; 0.00013 ; g ; Pd-106 ; 17 ; 0 ; Rh-106
2709.48 ; 0.25 ; 0.00373 ; 0.00011 ; g ; Pd-106 ; 30 ; 1 ; Rh-106
2740.1 ; 0.4 ; 0.00021 ; 0.00004 ; g ; Pd-106 ; 32 ; 1 ; Rh-106
2788.2 ; 0.5 ; 0.000082 ; 0.000021 ; g ; Pd-106 ; 34 ; 1 ; Rh-106
2809.1 ; 0.3 ; 0.00062 ; 0.00004 ; g ; Pd-106 ; 35 ; 1 ; Rh-106
2821.2 ; 0.3 ; 0.00120 ; 0.00004 ; g ; Pd-106 ; 20 ; 0 ; Rh-106
2865 ; 1 ; 0.000014 ; 0.000008 ; g ; Pd-106 ; 36 ; 1 ; Rh-106
2902.6 ; 0.5 ; 0.000066 ; 0.000021 ; g ; Pd-106 ; 23 ; 0 ; Rh-106
2917.6 ; 0.3 ; 0.00094 ; 0.00004 ; g ; Pd-106 ; 24 ; 0 ; Rh-106
3037.3 ; 0.3 ; 0.00105 ; 0.00004 ; g ; Pd-106 ; 26 ; 0 ; Rh-106
3055.0 ; 0.3 ; 0.00036 ; 0.00004 ; g ; Pd-106 ; 27 ; 0 ; Rh-106
3164.6 ; 1.0 ; 0.000023 ; 0.000012 ; g ; Pd-106 ; 29 ; 0 ; Rh-106
3249.8 ; 0.5 ; 0.000086 ; 0.000016 ; g ; Pd-106 ; 31 ; 0 ; Rh-106
3273.4 ; 0.7 ; 0.000049 ; 0.000014 ; g ; Pd-106 ; 33 ; 0 ; Rh-106
3375.9 ; 1.4 ; 0.0000113 ; 0.0000021 ; g ; Pd-106 ; 36 ; 0 ; Rh-106
3401.8 ; 0.9 ; 0.0000125 ; 0.0000019 ; g ; Pd-106 ; 37 ; 0 ; Rh-106
==================================================================================================================
