Nuclide ; Fr-227 
Element ; Francium
Z ; 87
Daughter(s) ; (B-) ; Ra-227 ; 100
Q- ; 2506
Half-life (min) ; 2.47 ; 0.03
Half-life (s) ; 148.2 ; 1.8
Decay constant (1/s) ; 4.68E-3 ; 0.06E-3
Specific activity (Bq/g) ; 12.41E18 ; 0.15E18
Reference ; NDS 65 - 1999
Emissions (123 lines) sorted by increasing energy
------------------------------------------------------------------------------------------------------------------
Energy (keV) ; Ener. unc. (keV) ; Intensity (%) ; Int. unc. (%) ; Type ; Origin ; Lvl. start ; Lvl. end
469.8 ; 0.3 ; 0.103 ; 0.025 ; g ; Ra-227 ; -1 ; 50 ; 
473.33 ; 0.07 ; 0.13 ; 0.04 ; g ; Ra-227 ; -1 ; 51 ; 
475.016 ; 0.023 ; 0.49 ; 0.06 ; g ; Ra-227 ; -1 ; 52 ; 
497.0 ; 0.2 ; 0.079 ; 0.016 ; g ; Ra-227 ; -1 ; 93 ; 
498.4 ; 0.3 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 94 ; 
514.8 ; 0.2 ; 1.9 ; 0.4 ; g ; Ra-227 ; -1 ; 53 ; 
523.75 ; 0.10 ; 0.119 ; 0.017 ; g ; Ra-227 ; -1 ; 54 ; 
534.34 ; 0.09 ; 0.12 ; 0.04 ; g ; Ra-227 ; -1 ; 55 ; 
555.15 ; 0.10 ; 3.0 ; 0.3 ; g ; Ra-227 ; -1 ; 56 ; 
572.71 ; 0.17 ; 0.095 ; 0.025 ; g ; Ra-227 ; -1 ; 95 ; 
573.84 ; 0.10 ; 0.46 ; 0.04 ; g ; Ra-227 ; -1 ; 57 ; 
585.80 ; 0.05 ; 29.5 ; 2.2 ; g ; Ra-227 ; -1 ; 58 ; 
596.76 ; 0.21 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 96 ; 
598.43 ; 0.18 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 97 ; 
600.4 ; 0.5 ; 0.055 ; 0.016 ; g ; Ra-227 ; -1 ; 98 ; 
629.76 ; 0.08 ; 0.111 ; 0.017 ; g ; Ra-227 ; -1 ; 59 ; 
641.77 ; 0.11 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 99 ; 
736.9 ; 0.5 ; 0.134 ; 0.018 ; g ; Ra-227 ; -1 ; 60 ; 
789.2 ; 0.5 ; 0.119 ; 0.017 ; g ; Ra-227 ; -1 ; 61 ; 
795.3 ; 0.5 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 100 ; 
810.4 ; 0.5 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 101 ; 
846.8 ; 0.5 ; 0.103 ; 0.017 ; g ; Ra-227 ; -1 ; 62 ; 
889.3 ; 0.5 ; 0.142 ; 0.025 ; g ; Ra-227 ; -1 ; 63 ; 
908.5 ; 0.5 ; 0.055 ; 0.016 ; g ; Ra-227 ; -1 ; 102 ; 
937.0 ; 0.5 ; 0.095 ; 0.017 ; g ; Ra-227 ; -1 ; 103 ; 
944.6 ; 0.5 ; 0.079 ; 0.024 ; g ; Ra-227 ; -1 ; 104 ; 
981.3 ; 0.5 ; 0.032 ; 0.008 ; g ; Ra-227 ; -1 ; 105 ; 
983.5 ; 0.5 ; 0.039 ; 0.009 ; g ; Ra-227 ; -1 ; 106 ; 
993.0 ; 0.5 ; 0.158 ; 0.018 ; g ; Ra-227 ; -1 ; 109 ; 
996.1 ; 0.5 ; 0.055 ; 0.016 ; g ; Ra-227 ; -1 ; 110 ; 
1005.0 ; 0.5 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 111 ; 
1013.4 ; 0.5 ; 0.071 ; 0.016 ; g ; Ra-227 ; -1 ; 112 ; 
1048.4 ; 0.5 ; 0.095 ; 0.017 ; g ; Ra-227 ; -1 ; 113 ; 
1147.4 ; 0.5 ; 0.047 ; 0.016 ; g ; Ra-227 ; -1 ; 114 ; 
1178.2 ; 0.5 ; 0.071 ; 0.017 ; g ; Ra-227 ; -1 ; 116 ; 
1190.3 ; 0.5 ; 0.063 ; 0.017 ; g ; Ra-227 ; -1 ; 117 ; 
1217.0 ; 0.5 ; 0.119 ; 0.017 ; g ; Ra-227 ; -1 ; 64 ; 
1247.4 ; 0.5 ; 0.032 ; 0.008 ; g ; Ra-227 ; -1 ; 118 ; 
1272.4 ; 0.5 ; 0.024 ; 0.008 ; g ; Ra-227 ; -1 ; 119 ; 
1307.1 ; 0.5 ; 0.44 ; 0.06 ; g ; Ra-227 ; -1 ; 65 ; 
1313.7 ; 0.5 ; 0.087 ; 0.017 ; g ; Ra-227 ; -1 ; 120 ; 
1342.4 ; 0.5 ; 0.24 ; 0.03 ; g ; Ra-227 ; -1 ; 66 ; 
1347.4 ; 0.5 ; 0.53 ; 0.07 ; g ; Ra-227 ; -1 ; 67 ; 
1354.3 ; 0.8 ; 0.032 ; 0.008 ; g ; Ra-227 ; -1 ; 121 ; 
1365.1 ; 0.5 ; 0.095 ; 0.017 ; g ; Ra-227 ; -1 ; 122 ; 
1378.1 ; 0.5 ; 0.39 ; 0.05 ; g ; Ra-227 ; -1 ; 68 ; 
1384.9 ; 0.5 ; 0.19 ; 0.03 ; g ; Ra-227 ; -1 ; 69 ; 
1432.3 ; 0.5 ; 0.055 ; 0.009 ; g ; Ra-227 ; -1 ; 123 ; 
1455.3 ; 0.5 ; 0.20 ; 0.03 ; g ; Ra-227 ; -1 ; 70 ; 
1468.1 ; 0.5 ; 0.28 ; 0.04 ; g ; Ra-227 ; -1 ; 71 ; 
1474.9 ; 0.5 ; 0.032 ; 0.008 ; g ; Ra-227 ; -1 ; 124 ; 
==================================================================================================================
